boro_ct,ntaname,ALAND,pop2020,pop2010,pop2000,trees15,trees05,trees95,geometry,ppt_2020,ppt_2010,ppt_2000,blocks,trees_per_block15,trees_per_block05,trees_per_block95,trees_per_block15_bins,trees_per_block05_bins,trees_per_block95_bins
4162100,Bellerose,710319.0,6682,6197.0,6181.0,1439,1451.0,1407.0,"POLYGON ((-73.72773400059017 40.731058000516384, -73.72737099932867 40.73102499945837, -73.72719499958107 40.73100900020718, -73.72571599987293 40.730649000565435, -73.723725999339 40.73039999980252, -73.72340100050366 40.73035900030821, -73.72330600056137 40.73034799971463, -73.72344199993871 40.72973899962849, -73.72358599997659 40.72905900008381, -73.72360600001821 40.728986000284365, -73.72361599945657 40.72892700005585, -73.72373300027853 40.72835100063654, -73.72375999999531 40.72821699989421, -73.72433599968265 40.72547399965643, -73.7243700002121 40.72530600032476, -73.7245390009205 40.724412999353866, -73.7247029999005 40.724360000089014, -73.72472000025765 40.72429799945207, -73.7248480008688 40.72425899947182, -73.72508000021354 40.7241960001741, -73.72552599968391 40.72407599973237, -73.72568299996513 40.72402499920199, -73.7260319999134 40.72391199944773, -73.72645299988983 40.72375600028678, -73.72646500008088 40.723750999679865, -73.72693200005114 40.72356900048631, -73.72721299907712 40.72345300025567, -73.72733099922439 40.72340700019119, -73.72749699975087 40.72334299936575, -73.72798499978646 40.72315900005051, -73.72806600039829 40.723129000059195, -73.72817499977317 40.72309200016213, -73.72819399974482 40.7231390002289, -73.72836399954231 40.72361399935201, -73.72981099938117 40.72329299981597, -73.72990500018132 40.72327299975155, -73.73016599980478 40.72395900024783, -73.73043000076963 40.724640000213334, -73.73069299978701 40.72532800048722, -73.730956999605 40.72601499967032, -73.73121900002248 40.72669800011931, -73.73149199962864 40.727418999722566, -73.73164499977273 40.727455000346865, -73.73272900058774 40.727726000782425, -73.73293900004363 40.72776700079865, -73.73361700050323 40.72793399998806, -73.73407600004734 40.7280309997106, -73.73451900025943 40.72812500018388, -73.73545499955904 40.728346000499286, -73.73632499984221 40.72854600005386, -73.73715500043575 40.72873200005286, -73.73713800097657 40.72896900025385, -73.73659400000992 40.730356000465186, -73.73648099924642 40.73065699985675, -73.73631700022788 40.73104300017126, -73.73619199938882 40.731366000258674, -73.73570499975 40.73260300037261, -73.7352650002625 40.73345400053965, -73.73426099984894 40.733297000245116, -73.73320999967034 40.733098999977365, -73.73218599906778 40.73286700009182, -73.73127700015648 40.73271400060438, -73.73194400052728 40.73092600091064, -73.73063400023648 40.73090000053071, -73.72980000067784 40.73091800022825, -73.72796500012997 40.730777999970165, -73.72780899986942 40.73106499940046, -73.72773400059017 40.731058000516384))",4.643502432244614,4.270847691247416,4.393034825870647,38.61520244084259,37.2651160434678,37.575874481634315,36.43642687502376,31 to 40,31 to 40,31 to 40
5000300,West New Brighton-New Brighton-St. George,377461.0,2348,1927.0,1742.0,264,173.0,171.0,"POLYGON ((-74.07257500032304 40.63797199983721, -74.07260499991692 40.637971000252236, -74.07313599931618 40.63791900054617, -74.07329799979885 40.63790300016594, -74.07373999940536 40.63786100009458, -74.07507300051442 40.637783000542726, -74.07528899963003 40.63779899982075, -74.07601800009796 40.63774799936214, -74.07683999936306 40.63774999998899, -74.07698300001276 40.637795999854596, -74.07789899990577 40.63809400052621, -74.07884600038972 40.6419949998361, -74.07819799960545 40.642115000652375, -74.07913500060481 40.64333800032213, -74.07920599941454 40.64343100023061, -74.07843999941879 40.643774999695005, -74.07776500001691 40.64407299961362, -74.07681700033397 40.64445100012644, -74.07640999910848 40.644451000188866, -74.07560400068836 40.644383999519135, -74.07525599983883 40.64436399979761, -74.07512200022155 40.644379999419506, -74.07495200012947 40.64443600046219, -74.07468100018237 40.644577999519704, -74.07438499994008 40.64476700059107, -74.07430900023691 40.64483699967964, -74.0742750000837 40.64490700000231, -74.07370799969186 40.645130000163014, -74.07247599932953 40.644517999490375, -74.07151399922567 40.6435469996488, -74.07148000018402 40.64288800015498, -74.07149400043568 40.64283799931681, -74.0721809998737 40.64269400054204, -74.07213700009295 40.64243800026229, -74.07041200021798 40.64267500014059, -74.07036899943874 40.64254400036049, -74.07321899944472 40.64218099983442, -74.07314400047817 40.64183100027771, -74.07025600005979 40.64221300054922, -74.07021900041035 40.642024999972364, -74.07307499938186 40.641630999823214, -74.072880999541 40.64093800038294, -74.07181900073572 40.64104399946033, -74.07182500036919 40.64112500011624, -74.07003100058417 40.641275000501636, -74.06999999977008 40.64108800010328, -74.07179400007459 40.64094999989053, -74.07179399967015 40.64091300006288, -74.07293700055702 40.640805999873386, -74.07286199993055 40.64053100049198, -74.0731060007383 40.64051300024537, -74.07313100075423 40.64033800051844, -74.0730870006634 40.64033800053099, -74.07308100026367 40.63987499965701, -74.07305000018158 40.63986900009089, -74.07306899970108 40.63918800033082, -74.07310000041228 40.63918800021727, -74.07311200072373 40.63858800004445, -74.07292500006908 40.63858099983607, -74.07291900014616 40.63837499990273, -74.07266899991826 40.63838099998832, -74.07266900003333 40.63831899954654, -74.07263099997813 40.63831899994308, -74.07263099987766 40.63823799936271, -74.07240600009773 40.6382499997869, -74.07239399974164 40.63817500017165, -74.0726440005043 40.63816300009159, -74.07263100043747 40.63806899976225, -74.07257500032304 40.63797199983721))",8.893939393939394,11.138728323699421,10.187134502923977,20.51998176667509,12.865508507845846,8.4308067115808,8.333340738036513, 11 to 20, 1 to 10, 1 to 10
5000600,Stapleton-Rosebank,666769.0,2859,2408.0,2468.0,255,319.0,131.0,"POLYGON ((-74.05680800039038 40.60806500072013, -74.05778699952354 40.607448999869106, -74.05801099999017 40.60736899985233, -74.06037899953508 40.60627699933538, -74.06043000040688 40.60635399997432, -74.0606810004335 40.60669699995438, -74.06098899996498 40.60709999999078, -74.06146300060435 40.60775799955624, -74.06199099977879 40.608481000027346, -74.0620650002526 40.608582999954486, -74.06255599959857 40.6092369997043, -74.06264900034844 40.60935799967422, -74.0628899998259 40.60969199998698, -74.06314899981548 40.610042999815725, -74.06333700043251 40.6103020006111, -74.06340799958397 40.61039800014621, -74.06366500028753 40.61074499971083, -74.06425500063533 40.611541000022854, -74.06444399957108 40.61180400004071, -74.06475399958101 40.61222199989831, -74.06495999991833 40.612500999994765, -74.06558799953234 40.613351000872676, -74.06613399995703 40.614089000196266, -74.06679000014402 40.614971999300835, -74.06728299975505 40.61564300002221, -74.06774900095525 40.61627799937411, -74.06801700058904 40.61664200012432, -74.06865600026276 40.617516999884685, -74.06914799995499 40.61818700070955, -74.06973899959765 40.61898999936403, -74.07014500045686 40.61946600018787, -74.0709539996418 40.62043099928197, -74.07127000007608 40.62083599997895, -74.07174500037956 40.62145900041534, -74.07206399960586 40.62185999950674, -74.07253499990274 40.622464000233855, -74.07439999906876 40.62446300024536, -74.07484000017114 40.62522600016441, -74.07503099956877 40.62560299978378, -74.07524399983964 40.62600599999928, -74.07564699998343 40.62666399979524, -74.07499499984755 40.626726000465446, -74.07415200020087 40.62681600044056, -74.07357300029831 40.62686799957846, -74.07350499924611 40.626876000080756, -74.07346599950795 40.626741999938005, -74.07326399991331 40.62676100038725, -74.0732779998432 40.62688700000449, -74.07290800025386 40.626924999468955, -74.07285199955051 40.626920000463514, -74.0727160004509 40.626877999910704, -74.07268699950065 40.62684500071639, -74.07266400067508 40.6267519994136, -74.07263600049939 40.626555000131155, -74.07260799961348 40.62634399998764, -74.07257999990382 40.62620800015114, -74.07253300016227 40.62598300044925, -74.07248099983434 40.625804999991914, -74.0724300004385 40.625598000225, -74.07241599936647 40.625462999518, -74.07241599976103 40.62530799927001, -74.07241099905143 40.625124999955425, -74.07236900023528 40.62497499966115, -74.072321999564 40.624862999600786, -74.0722369997577 40.62460899942859, -74.0721810003645 40.624515999790404, -74.07201200003641 40.62430900058795, -74.0718620000174 40.624037999154794, -74.0717780002233 40.6238869998226, -74.07150600037615 40.62353099923848, -74.07134699994927 40.62323100036522, -74.07118699957554 40.622913000037734, -74.0709339993023 40.622706000139665, -74.07076599947197 40.622594000746815, -74.07069100032935 40.62244399969925, -74.07057799937333 40.62234100079171, -74.07046099942761 40.62212500030023, -74.07037500039266 40.62201499957715, -74.07030599948126 40.62192300037706, -74.07022000010484 40.621753000450994, -74.07011899997728 40.62159999997903, -74.07007700032297 40.62147300024066, -74.06991699989581 40.621314000142284, -74.06975799980782 40.62120200032632, -74.0695229997379 40.6210520005107, -74.06947699955522 40.62108900050997, -74.06934100017439 40.621009000517226, -74.06919500023918 40.62087299998059, -74.06916699988923 40.620835999825076, -74.0690499997058 40.62070000040522, -74.0688770004464 40.62059200027466, -74.06847799995411 40.62030199957702, -74.06839399938885 40.62029699962104, -74.06768600048348 40.619776999920646, -74.06716999914673 40.61942000007003, -74.06667299957286 40.61909200014536, -74.06670600033846 40.61903100025972, -74.06620500071426 40.618727000222925, -74.06554400051772 40.61926999977611, -74.06544999912458 40.619209000111574, -74.06664099997577 40.61805199924438, -74.06644399999456 40.617882999768675, -74.06604999987215 40.61819700034081, -74.06564200015919 40.6179059998968, -74.06540299991892 40.618084000028716, -74.0649619991933 40.617775000344764, -74.06435799916531 40.61825799992105, -74.06425499985508 40.61817799971939, -74.06509799965947 40.617507999876395, -74.06447000053457 40.61706199946493, -74.06438099973828 40.61712799979355, -74.06449399971049 40.61722199956791, -74.06422199982372 40.617418999869294, -74.0641170001624 40.617345999890304, -74.06383699976226 40.61757300037647, -74.06372599987164 40.617498000081525, -74.06391199924107 40.61732500046882, -74.0641370001237 40.61714700031898, -74.0643330001666 40.616998999152074, -74.06419500044026 40.61690799971624, -74.06414299992575 40.61689500056357, -74.06408200047824 40.616881999355144, -74.06396100063603 40.61684500020129, -74.06384299972184 40.61680000040652, -74.0637959997451 40.616764999809526, -74.06375199939161 40.616678000298414, -74.06374399996905 40.61663500017952, -74.06369599976632 40.61654799996326, -74.06361400107932 40.616424999796216, -74.06290700038161 40.615775999675, -74.06287999977255 40.615744000205694, -74.0627039992745 40.61553500071537, -74.06267500030283 40.61549799950433, -74.0622860005265 40.615145000093015, -74.06186900010408 40.61481700000228, -74.06158300084309 40.614502999404586, -74.06140900039239 40.614310999815544, -74.06127800010648 40.61409499987951, -74.061128000071 40.61376299994157, -74.0610159998174 40.613538000024604, -74.06079499983503 40.613021999730435, -74.06071799939741 40.61303700030948, -74.06065500042132 40.61282499928446, -74.06067799971035 40.61270799949862, -74.06067799953674 40.61258600009689, -74.06068300011734 40.61251599963007, -74.06064100038301 40.612397999923814, -74.06061200080151 40.61230899981454, -74.06055599963493 40.612173000357465, -74.0604999995527 40.61208399971863, -74.06043000023232 40.61199099979196, -74.06037799988874 40.6119339996842, -74.06035899917902 40.61191600016168, -74.06010599998243 40.61203800029426, -74.06003600038409 40.61193399985465, -74.06023700025406 40.61184099985329, -74.06024699958375 40.611816999923604, -74.06020499975122 40.61179800029893, -74.0601439999625 40.61180799992912, -74.06009200007844 40.61182199993455, -74.06006900019202 40.61181299951195, -74.06002200012095 40.61179399985036, -74.0599940003129 40.61178000017922, -74.05997499926433 40.611770000710465, -74.05993299998732 40.61176099971414, -74.05990500020975 40.611747000023726, -74.05986200001225 40.61174200032491, -74.05947799981111 40.611694999549115, -74.05936999962475 40.611577999276946, -74.05929099951345 40.61149400006601, -74.05917799988727 40.61129700035952, -74.059037000335 40.61107699968382, -74.05899999936395 40.610988000466456, -74.05902800041686 40.6109450004387, -74.05907499911773 40.61091699972081, -74.05911699924928 40.61090300031795, -74.05916400055395 40.61086099990889, -74.05917799964952 40.610795000511764, -74.05917800027379 40.61075799956486, -74.05915499935627 40.61071600005776, -74.05910499991793 40.610646999435865, -74.05887300043773 40.6103640004357, -74.05876599946797 40.61021899973067, -74.05857800032715 40.61001300015485, -74.05838600049873 40.60983400061188, -74.05826900052655 40.609750000208535, -74.05810499948939 40.60963299955868, -74.05795500077055 40.60951099978821, -74.05779999962404 40.60940800062116, -74.05754700033182 40.6091640000099, -74.0572619997662 40.60886599937003, -74.05680800039038 40.60806500072013))",11.211764705882352,7.54858934169279,18.83969465648855,36.24768578100568,7.0349318723575935,8.800561832478715,3.6140238246229206, 1 to 10, 1 to 10, 1 to 10
5000700,West New Brighton-New Brighton-St. George,528114.0,5143,4915.0,4947.0,498,394.0,260.0,"POLYGON ((-74.07370799969186 40.645130000163014, -74.0742750000837 40.64490700000231, -74.07430900023691 40.64483699967964, -74.07438499994008 40.64476700059107, -74.07468100018237 40.644577999519704, -74.07495200012947 40.64443600046219, -74.07512200022155 40.644379999419506, -74.07525599983883 40.64436399979761, -74.07560400068836 40.644383999519135, -74.07640999910848 40.644451000188866, -74.07681700033397 40.64445100012644, -74.07776500001691 40.64407299961362, -74.07843999941879 40.643774999695005, -74.07920599941454 40.64343100023061, -74.08028200008968 40.64479300004632, -74.08237200041873 40.64464500031379, -74.08218099962268 40.64436500010714, -74.08207300025015 40.64420800016577, -74.08414399979648 40.64343100021324, -74.08496900034862 40.64313000005258, -74.08574999956788 40.64284599962379, -74.08652400058807 40.64256400089425, -74.0865200005992 40.643896999819816, -74.0889329998313 40.646665000130454, -74.08910599965014 40.6469120000235, -74.08920100048007 40.647031999824215, -74.08955399927099 40.64722100046274, -74.08959899988547 40.647571000578964, -74.0884370001733 40.648228999743885, -74.08768399922471 40.648280999307296, -74.0862779990733 40.64888999989463, -74.08433600021627 40.649077000680045, -74.08395800022627 40.64862299999209, -74.082172000109 40.648396999289346, -74.08181899969708 40.64849499999313, -74.08138699916272 40.64856400041738, -74.08041499967247 40.64829899938083, -74.07983600024113 40.648396999900065, -74.07904199911401 40.648171000224515, -74.07734400011172 40.647424999709955, -74.07663699981214 40.64709199995613, -74.07626399959173 40.646757999280474, -74.07503699953513 40.645687999762195, -74.07435999989706 40.64509999968637, -74.07370799969186 40.645130000163014))",10.32730923694779,12.474619289340101,19.026923076923076,28.70995851419312,17.34589758302185,13.723461139981142,9.05609110760177, 11 to 20, 11 to 20, 1 to 10
5000800,Stapleton-Rosebank,799850.0,6268,5583.0,4822.0,947,676.0,449.0,"POLYGON ((-74.06043000040688 40.60635399997432, -74.06516299928711 40.60420100049681, -74.06537299969553 40.60450399944619, -74.06559099927176 40.60485800023937, -74.06572399914089 40.605048000017426, -74.0657509998131 40.6052509999492, -74.06582199980913 40.60542200038338, -74.06592899997429 40.605589000480244, -74.06614299988885 40.60581900053227, -74.06658399955629 40.60632299977504, -74.0667379989835 40.606499000379614, -74.06693099965193 40.60671900024143, -74.06712999974408 40.60698799990933, -74.06742600025058 40.60734799972731, -74.06782400036184 40.60782099980172, -74.06793100026066 40.60794699999381, -74.06824099942502 40.6082960002247, -74.06846400041997 40.60846900029973, -74.06923899953388 40.60925000047382, -74.06967900036746 40.609768000009545, -74.0700899992429 40.6102480005671, -74.07061999916864 40.61085499976838, -74.07119000033735 40.61151700088199, -74.07067699952765 40.61177599987419, -74.07141200005272 40.61272600051667, -74.07186599948521 40.6133159997533, -74.07245799931646 40.61407799991897, -74.07278399945397 40.6145199999443, -74.07345400010983 40.61541600028665, -74.0735849998851 40.61558400041421, -74.07395499943314 40.616056000080924, -74.07454700046084 40.61694299978023, -74.07130899969569 40.61963899987301, -74.0709539996418 40.62043099928197, -74.07014500045686 40.61946600018787, -74.06973899959765 40.61898999936403, -74.06914799995499 40.61818700070955, -74.06865600026276 40.617516999884685, -74.06801700058904 40.61664200012432, -74.06774900095525 40.61627799937411, -74.06728299975505 40.61564300002221, -74.06679000014402 40.614971999300835, -74.06613399995703 40.614089000196266, -74.06558799953234 40.613351000872676, -74.06495999991833 40.612500999994765, -74.06475399958101 40.61222199989831, -74.06444399957108 40.61180400004071, -74.06425500063533 40.611541000022854, -74.06366500028753 40.61074499971083, -74.06340799958397 40.61039800014621, -74.06333700043251 40.6103020006111, -74.06314899981548 40.610042999815725, -74.0628899998259 40.60969199998698, -74.06264900034844 40.60935799967422, -74.06255599959857 40.6092369997043, -74.0620650002526 40.608582999954486, -74.06199099977879 40.608481000027346, -74.06146300060435 40.60775799955624, -74.06098899996498 40.60709999999078, -74.0606810004335 40.60669699995438, -74.06043000040688 40.60635399997432))",6.618796198521648,8.25887573964497,10.739420935412026,43.48239266063268,21.77893032223542,15.546522595386637,10.326018706107396, 21 to 30, 11 to 20, 11 to 20
5000900,West New Brighton-New Brighton-St. George,231877.0,2240,2112.0,2109.0,269,207.0,125.0,"POLYGON ((-74.07920599941454 40.64343100023061, -74.07913500060481 40.64333800032213, -74.07819799960545 40.642115000652375, -74.07884600038972 40.6419949998361, -74.07912199974096 40.64194400012455, -74.0796519994066 40.64185599977721, -74.08055500026374 40.641692000171524, -74.0814730000806 40.64151199924191, -74.08130699927645 40.64074200010687, -74.0811010003521 40.63992200007931, -74.08192700009018 40.63987100045407, -74.08204699949246 40.640339000673066, -74.0822820001166 40.64060099991323, -74.08503400052979 40.64019799980827, -74.08720600047171 40.63989600001573, -74.08709100059149 40.640334000017724, -74.08701899951612 40.6406130005925, -74.08682800024746 40.641337999563284, -74.0866770002814 40.64190900028726, -74.08652400058807 40.64256400089425, -74.08574999956788 40.64284599962379, -74.08496900034862 40.64313000005258, -74.08414399979648 40.64343100021324, -74.08207300025015 40.64420800016577, -74.08218099962268 40.64436500010714, -74.08237200041873 40.64464500031379, -74.08028200008968 40.64479300004632, -74.07920599941454 40.64343100023061))",8.327137546468402,10.202898550724637,16.872,12.605571998461617,21.339769431552075,16.42130956256981,9.916249735851336, 21 to 30, 11 to 20, 1 to 10
5001100,West New Brighton-New Brighton-St. George,325090.0,4234,3987.0,3705.0,563,122.0,121.0,"POLYGON ((-74.07789899990577 40.63809400052621, -74.07813199980434 40.63817199986669, -74.07878800003078 40.63826900010866, -74.08055199968273 40.637319999344264, -74.08178000017388 40.636623000049646, -74.08302099959823 40.63602500014767, -74.08373400001805 40.63573699991246, -74.08513399952398 40.63635899993325, -74.0858790005795 40.63669200065128, -74.086547000134 40.637155999688595, -74.08727900036413 40.6378119996717, -74.0875420002532 40.63844900032071, -74.087399000725 40.63915999977318, -74.08720600047171 40.63989600001573, -74.08503400052979 40.64019799980827, -74.0822820001166 40.64060099991323, -74.08204699949246 40.640339000673066, -74.08192700009018 40.63987100045407, -74.0811010003521 40.63992200007931, -74.08130699927645 40.64074200010687, -74.0814730000806 40.64151199924191, -74.08055500026374 40.641692000171524, -74.0796519994066 40.64185599977721, -74.07912199974096 40.64194400012455, -74.07884600038972 40.6419949998361, -74.07789899990577 40.63809400052621))",7.520426287744227,32.68032786885246,30.619834710743802,17.67292746145537,31.856635027100193,6.903213984558123,6.84663026337322,31 to 40, 1 to 10, 1 to 10
5001700,Stapleton-Rosebank,306005.0,1865,1788.0,1672.0,267,261.0,113.0,"POLYGON ((-74.0814069997214 40.63030100012969, -74.08201499974028 40.630892000061635, -74.08260300033007 40.63146500056994, -74.08344200019489 40.63227499962922, -74.08491299957613 40.63363999975227, -74.08520000034177 40.63376300043317, -74.08533499991594 40.63380999922107, -74.0854330007508 40.633843999964924, -74.08574900053041 40.633955000127024, -74.085081999594 40.63469100000044, -74.08443700018312 40.63540500069033, -74.0842649997981 40.63549199984598, -74.0839469999828 40.635653999987305, -74.08373400001805 40.63573699991246, -74.08302099959823 40.63602500014767, -74.08178000017388 40.636623000049646, -74.08055199968273 40.637319999344264, -74.07878800003078 40.63826900010866, -74.07813199980434 40.63817199986669, -74.07798199968529 40.637864000333856, -74.07793299944329 40.637525000064976, -74.07795499990586 40.636976999998254, -74.07800000013998 40.636514000498266, -74.07809599978987 40.63604000032322, -74.07818699984476 40.63561700035377, -74.07830299939009 40.63528700029329, -74.07845400037029 40.63486399987209, -74.078708999716 40.634066000050076, -74.07899199986824 40.63319199996662, -74.07908800058857 40.63288599991601, -74.07936500045783 40.632225000641306, -74.08035599939491 40.631211000266305, -74.0814069997214 40.63030100012969))",6.98501872659176,6.850574712643678,14.79646017699115,16.635406096289184,16.050104124573128,15.68942762739171,6.7927406969167174, 11 to 20, 11 to 20, 1 to 10
5001800,Grasmere-Arrochar-Ft. Wadsworth,910163.0,495,731.0,1064.0,2,,,"POLYGON ((-74.0596940004506 40.59408200010106, -74.06004600097643 40.59448799999292, -74.06045100033424 40.59497499997122, -74.06187700004708 40.59659500054195, -74.06207599910458 40.59684100013762, -74.06248200063857 40.597347000125225, -74.062895999401 40.59786199993655, -74.06329899970639 40.5983629998425, -74.06375900031371 40.59893500054393, -74.06281999963625 40.5992460003598, -74.06203599977812 40.5995040006905, -74.06191999953904 40.599542000784325, -74.06098499974239 40.599843999517944, -74.06093500052563 40.59986100007929, -74.0618119999358 40.60114999953426, -74.06195600014382 40.6012370005468, -74.06274199935203 40.601596000030234, -74.06317599937557 40.60182000039407, -74.06376900076346 40.60212700022494, -74.06389599980093 40.60248400040054, -74.06390299999286 40.6025030003192, -74.06425899956176 40.60298800014867, -74.06436299981365 40.60313000008013, -74.06476099977935 40.603662999546124, -74.06512800009409 40.60385699979649, -74.06516299928711 40.60420100049681, -74.06043000040688 40.60635399997432, -74.06037899953508 40.60627699933538, -74.05801099999017 40.60736899985233, -74.05778699952354 40.607448999869106, -74.05680800039038 40.60806500072013, -74.05673000104497 40.60787699964673, -74.05679700041807 40.60778199963671, -74.05647400005157 40.60726500069889, -74.05601800027954 40.60674699960931, -74.05574399978711 40.60652200007263, -74.05547000008143 40.60648000044134, -74.05534799972614 40.60651600047363, -74.05523900052461 40.60666799979332, -74.05518400039958 40.60662599986119, -74.05514800030292 40.60672299951495, -74.05501400038715 40.60665599982011, -74.05505000063253 40.606559000208776, -74.05512299959267 40.60657099993166, -74.0552019993787 40.606407000695924, -74.05513499922813 40.606291000386285, -74.05479500067774 40.60615699969102, -74.05455699960827 40.60609000030876, -74.05383900000164 40.6059199999893, -74.05363900032123 40.60523800048003, -74.05403400053189 40.60493999990687, -74.05386400000428 40.60483099930311, -74.05377900066388 40.60467899985074, -74.05365699969131 40.60444099984854, -74.05359599982947 40.60419800014354, -74.05358999999015 40.60407599996047, -74.05362000048912 40.603996999542844, -74.05358200034298 40.603801000262116, -74.0535220001282 40.60360999998325, -74.0533710003221 40.60316399989589, -74.05341600022112 40.60287400058376, -74.05331600093496 40.60257899979298, -74.05326099968654 40.60225699957428, -74.05310300086626 40.602025999841956, -74.05309099947617 40.60181900052059, -74.05308499900177 40.60159999998181, -74.05314000083767 40.601246999568474, -74.05326699997677 40.60103399954606, -74.0533340006363 40.60077800011772, -74.05347400052659 40.60060799973086, -74.05348599982142 40.6004440000927, -74.05318200077375 40.600206000886935, -74.05309700082789 40.60013299942002, -74.05299899996423 40.59997999963156, -74.05355600000937 40.59950000015419, -74.0596940004506 40.59408200010106))",247.5,,,49.47935856870591,0.04042089586151052,,, <1,nan,nan
5002001,Stapleton-Rosebank,512964.0,2524,2504.0,2299.0,342,,,"POLYGON ((-74.06516299928711 40.60420100049681, -74.06512800009409 40.60385699979649, -74.06476099977935 40.603662999546124, -74.06436299981365 40.60313000008013, -74.06425899956176 40.60298800014867, -74.06390299999286 40.6025030003192, -74.06389599980093 40.60248400040054, -74.06376900076346 40.60212700022494, -74.06404999991696 40.602204999960435, -74.06546700033832 40.60260599999599, -74.0662649997501 40.60283800049667, -74.0689280000419 40.603825999830306, -74.06918299949139 40.60393100047316, -74.06994599992855 40.604205999319035, -74.07090799981746 40.60460100010494, -74.07182400032362 40.60497700008365, -74.07194799964888 40.60501700017678, -74.07272000045221 40.60527000034498, -74.07308500027192 40.60537400012426, -74.07400799981733 40.60556700056163, -74.07658999977835 40.60600499975696, -74.07724200048746 40.60603600060641, -74.07786700013611 40.60606600016341, -74.07780900008844 40.60630399968882, -74.07776900006537 40.60641499938859, -74.07773799961413 40.60649799979019, -74.07759700004581 40.60688600025706, -74.07672799928689 40.607964000365726, -74.07576899996737 40.608742000188926, -74.07533100003572 40.609163999561744, -74.07496999983786 40.60951300014912, -74.07415000014844 40.61001400005498, -74.07233899985785 40.610932999890196, -74.07144200017035 40.611387999687125, -74.07119000033735 40.61151700088199, -74.07061999916864 40.61085499976838, -74.0700899992429 40.6102480005671, -74.06967900036746 40.609768000009545, -74.06923899953388 40.60925000047382, -74.06846400041997 40.60846900029973, -74.06824099942502 40.6082960002247, -74.06793100026066 40.60794699999381, -74.06782400036184 40.60782099980172, -74.06742600025058 40.60734799972731, -74.06712999974408 40.60698799990933, -74.06693099965193 40.60671900024143, -74.0667379989835 40.606499000379614, -74.06658399955629 40.60632299977504, -74.06614299988885 40.60581900053227, -74.06592899997429 40.605589000480244, -74.06582199980913 40.60542200038338, -74.0657509998131 40.6052509999492, -74.06572399914089 40.605048000017426, -74.06559099927176 40.60485800023937, -74.06537299969553 40.60450399944619, -74.06516299928711 40.60420100049681))",7.380116959064328,,,27.886356277763056,12.264061915923927,,, 11 to 20,nan,nan
5002002,Grasmere-Arrochar-Ft. Wadsworth,771749.0,3302,3258.0,3222.0,507,,,"POLYGON ((-74.06376900076346 40.60212700022494, -74.06317599937557 40.60182000039407, -74.06274199935203 40.601596000030234, -74.06195600014382 40.6012370005468, -74.0618119999358 40.60114999953426, -74.06093500052563 40.59986100007929, -74.06098499974239 40.599843999517944, -74.06191999953904 40.599542000784325, -74.06203599977812 40.5995040006905, -74.06281999963625 40.5992460003598, -74.06375900031371 40.59893500054393, -74.06518400012013 40.5984670001816, -74.06581600036291 40.59825799948267, -74.06592400018435 40.598221000065074, -74.06604700024508 40.59817999973572, -74.06626499974504 40.59810999997728, -74.06661999904186 40.59799500005112, -74.06739599996891 40.597733999214704, -74.06835200096707 40.59742099946967, -74.06892700045786 40.597230999801624, -74.06956999959903 40.59702000001354, -74.07044000041417 40.59673499996566, -74.0709579993595 40.5973440000004, -74.07177099970512 40.5978070005059, -74.07180400010705 40.59782400033672, -74.07187400008729 40.59787099944876, -74.07193300036035 40.59792900001351, -74.07197200044051 40.59798799980259, -74.07199900052231 40.59806000039126, -74.07200699926713 40.59813299997044, -74.07199699970138 40.59820199988808, -74.0719409998744 40.598533999740354, -74.07195000003006 40.59863699977509, -74.07195499970364 40.598696999848144, -74.07196699995083 40.5988320001307, -74.07219100016663 40.59893499996044, -74.07233800003338 40.5990110004354, -74.07251099938242 40.59909999931005, -74.07276100056221 40.59922999994218, -74.07301599907632 40.59936200014556, -74.07498200056371 40.60026100016608, -74.07644800023166 40.60100500010742, -74.07671599965236 40.602142000029275, -74.07718999938903 40.60284899965995, -74.07758499943876 40.60365800031643, -74.07770300002832 40.603983000489045, -74.07777200013182 40.60422300077322, -74.07783000003649 40.604489999824374, -74.07786900013323 40.604750000388016, -74.07789299966122 40.60504499918385, -74.0778929995285 40.605341000122564, -74.07790200013852 40.60559299968665, -74.0778710008443 40.606000999793814, -74.07786700013611 40.60606600016341, -74.07724200048746 40.60603600060641, -74.07658999977835 40.60600499975696, -74.07400799981733 40.60556700056163, -74.07308500027192 40.60537400012426, -74.07272000045221 40.60527000034498, -74.07194799964888 40.60501700017678, -74.07182400032362 40.60497700008365, -74.07090799981746 40.60460100010494, -74.06994599992855 40.604205999319035, -74.06918299949139 40.60393100047316, -74.0689280000419 40.603825999830306, -74.0662649997501 40.60283800049667, -74.06546700033832 40.60260599999599, -74.06404999991696 40.602204999960435, -74.06376900076346 40.60212700022494))",6.512820512820513,,,41.95473282921874,12.084453071451989,,, 11 to 20,nan,nan
