Replace Name,Date,Code,Course,Description,Period
SDUNT492,1/17/23,A-E,0331-008,Career Wellness,1
SDUNT455,1/17/23,A,2441-005,Spanish 4 ACP,1
SDUNT541,1/17/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT041,1/17/23,T,2961-001,AP Chinese,1
SDUNT356,1/17/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT045,1/17/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT095,1/17/23,T,2441-005,Spanish 4 ACP,1
SDUNT296,1/17/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT096,1/17/23,A-E,6111-002,Biology Lab ACP,1
SDUNT097,1/17/23,T,4311-002,U.S. History ACP,1
SDUNT610,1/17/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT581,1/17/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT506,1/17/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT132,1/17/23,A-E,1291-003,AP English 11,1
SDUNT049,1/17/23,A-E,4401-001,AP European History,1
SDUNT361,1/17/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT052,1/17/23,A-E,13141-001,Philosophy as Literature ACP,1
SDUNT246,1/17/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT536,1/17/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT430,1/17/23,T,1291-003,AP English 11,1
SDUNT197,1/17/23,T,2131-001,French 3 ACP,1
SDUNT514,1/17/23,A-E,6011-011,Biology Lab H,2
SDUNT001,1/17/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT475,1/17/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT479,1/17/23,A-E,8611-004,Financial Planning and Banking,2
SDUNT331,1/17/23,A-E,4501-001,AP Psychology,2
SDUNT261,1/17/23,T,1291-002,AP English 11,2
SDUNT332,1/17/23,A-E,0321-001,Methods and Issues in Coaching,2
SDUNT216,1/17/23,A-E,8121-001,Music Theory ACP,2
SDUNT007,1/17/23,A-E,1361-001,Art and Technique of Film H,2
SDUNT058,1/17/23,A-E,5051-002,AP Statistics,2
SDUNT202,1/17/23,A-E,2481-001,AP Spanish,2
SDUNT394,1/17/23,A-E,6011-011,Biology Lab H,2
SDUNT443,1/17/23,A-E,2851-006,CL Aide World Languages,2
SDUNT227,1/17/23,A-E,1311-002,Philosophy as Literature H,2
SDUNT341,1/17/23,A-E,1361-001,Art and Technique of Film H,2
SDUNT228,1/17/23,A-E,4501-001,AP Psychology,2
SDUNT591,1/17/23,A-E,93541-001,Graphic Comm Major 2 H,2
SDUNT448,1/17/23,T,5131-002,Math 3 ACP Accelerated (Pre-Calculus),2
SDUNT203,1/17/23,A-E,2481-001,AP Spanish,2
SDUNT023,1/17/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT347,1/17/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT184,1/17/23,A-E,6351-001,Marine Biology ACP,2
SDUNT576,1/17/23,A-E,7111-001,Art Major 4 H,2
SDUNT382,1/17/23,T,5141-001,Intro to Calculus ACP Acc,2
SDUNT606,1/17/23,A-E,6351-001,Marine Biology ACP,2
SDUNT626,1/17/23,A-E,4381-004,American Studies (History) H,2
SDUNT413,1/17/23,A-E,4311-003,U.S. History ACP,2
SDUNT416,1/17/23,T,1291-002,AP English 11,2
SDUNT291,1/17/23,OSS,1401-001,Women in Literature and Society H,2
SDUNT579,1/17/23,T,1311-002,Philosophy as Literature H,2
SDUNT587,1/17/23,A-E,13141-002,Philosophy as Literature ACP,2
SDUNT492,1/17/23,A-E,1361-001,Art and Technique of Film H,2
SDUNT191,1/17/23,A,9601-002,Mechanical & Structural Engineering ACP,2
SDUNT093,1/17/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT356,1/17/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT617,1/17/23,A-E,1361-001,Art and Technique of Film H,2
SDUNT045,1/17/23,T,6371-002,Forensics Lab ACP,2
SDUNT096,1/17/23,A-E,1201-003,English 11 H,2
SDUNT194,1/17/23,T,5131-002,Math 3 ACP Accelerated (Pre-Calculus),2
SDUNT211,1/17/23,A,2481-001,AP Spanish,2
SDUNT132,1/17/23,A-E,4301-003,AP US History,2
SDUNT049,1/17/23,A-E,2481-001,AP Spanish,2
SDUNT276,1/17/23,A-E,2441-004,Spanish 4 ACP,2
SDUNT050,1/17/23,T,90641-001,Culinary Arts Major 2 H,2
SDUNT595,1/17/23,A-E,5141-001,Intro to Calculus ACP Acc,2
SDUNT361,1/17/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT052,1/17/23,A-E,4501-001,AP Psychology,2
SDUNT536,1/17/23,D,2441-004,Spanish 4 ACP,2
SDUNT278,1/17/23,A-E,5511-002,Computer Programming H,2
SDUNT199,1/17/23,T,3131-020,Academic Study,2
SDUNT001,1/17/23,A-E,4801-002,CL Aide History,3
SDUNT479,1/17/23,A-E,4531-001,Ethics in the Modern World H,3
SDUNT216,1/17/23,A-E,6071-002,AP Physics Lab,3
SDUNT007,1/17/23,A-E,6031-001,Physics Lab H,3
SDUNT334,1/17/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT058,1/17/23,A-E,6031-001,Physics Lab H,3
SDUNT202,1/17/23,T-E,3131-010,Academic Study,3
SDUNT443,1/17/23,A-E,1341-001,The Short Story H,3
SDUNT227,1/17/23,A-E,4531-001,Ethics in the Modern World H,3
SDUNT341,1/17/23,T,4531-001,Ethics in the Modern World H,3
SDUNT228,1/17/23,A-E,85621-001,Accounting 2 H,3
SDUNT140,1/17/23,T,4501-002,AP Psychology,3
SDUNT591,1/17/23,A-E,5141-004,Intro to Calculus ACP Acc,3
SDUNT203,1/17/23,A-E,1321-001,Diverse Perspectives in Lit H,3
SDUNT347,1/17/23,A-E,2841-001,Latin 4 H,3
SDUNT184,1/17/23,A-E,2741-001,Italian 4 ACP,3
SDUNT576,1/17/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT626,1/17/23,A-E,6011-002,Biology Lab H,3
SDUNT290,1/17/23,A,5141-005,Intro to Calculus ACP Acc,3
SDUNT291,1/17/23,OSS,5141-005,Intro to Calculus ACP Acc,3
SDUNT492,1/17/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT091,1/17/23,T,2941-001,Chinese 4 H,3
SDUNT093,1/17/23,A-E,5051-001,AP Statistics,3
SDUNT617,1/17/23,A-E,2751-001,Italian 5 ACP,3
SDUNT096,1/17/23,A-E,5051-001,AP Statistics,3
SDUNT616,1/17/23,D-E,1201-004,English 11 H,3
SDUNT497,1/17/23,A,2881-001,Latin 4 ACP,3
SDUNT132,1/17/23,A-E,5031-007,Math 3 (Pre-Calculus) H,3
SDUNT049,1/17/23,A-E,5081-002,AP Calculus 4 AB,3
SDUNT276,1/17/23,A-E,5031-007,Math 3 (Pre-Calculus) H,3
SDUNT050,1/17/23,A-E,1441-001,Hiphop: LitCultureMusic ACP,3
SDUNT595,1/17/23,A-E,7051-004,Ceramics Minor 1,3
SDUNT361,1/17/23,A-E,5801-042,Class Aide Math,3
SDUNT536,1/17/23,A-E,4301-004,AP US History,3
SDUNT363,1/17/23,A,1441-001,Hiphop: LitCultureMusic ACP,3
SDUNT278,1/17/23,A-E,6011-010,Biology Lab H,3
SDUNT001,1/17/23,A-E,1301-002,AP English 12,4
SDUNT331,1/17/23,A-E,6371-001,Forensics Lab ACP,4
SDUNT216,1/17/23,A-E,1501-002,Horror & SciFi Literature ACP,4
SDUNT007,1/17/23,A-E,0261-002,Dance in Action,4
SDUNT334,1/17/23,A-E,4501-006,AP Psychology,4
SDUNT221,1/17/23,T,4481-001,Modern America H,4
SDUNT058,1/17/23,A-E,4481-001,Modern America H,4
SDUNT583,1/17/23,T,4601-002,Law and Society ACP,4
SDUNT227,1/17/23,A-E,5531-002,Computer Science Principles H,4
SDUNT285,1/17/23,A,0031-011,Fitness Indoor,4
SDUNT179,1/17/23,A-E,4481-001,Modern America H,4
SDUNT484,1/17/23,T,1501-002,Horror & SciFi Literature ACP,4
SDUNT591,1/17/23,A-E,4501-006,AP Psychology,4
SDUNT622,1/17/23,T,4481-001,Modern America H,4
SDUNT026,1/17/23,T,1361-004,Art and Technique of Film H,4
SDUNT347,1/17/23,A-E,4601-002,Law and Society ACP,4
SDUNT576,1/17/23,A-E,4501-006,AP Psychology,4
SDUNT509,1/17/23,T,5531-002,Computer Science Principles H,4
SDUNT489,1/17/23,A-E,2121-002,Intermediate French 2 ACP,4
SDUNT585,1/17/23,T,6011-012,Biology Lab H,4
SDUNT626,1/17/23,A-E,3131-014,Academic Study,4
SDUNT577,1/17/23,A-E,8091-001,Wind Ensemble H,4
SDUNT291,1/17/23,OSS,0261-002,Dance in Action,4
SDUNT036,1/17/23,A-E,4601-002,Law and Society ACP,4
SDUNT456,1/17/23,T,6011-012,Biology Lab H,4
SDUNT494,1/17/23,T,5531-002,Computer Science Principles H,4
SDUNT093,1/17/23,A-E,8091-001,Wind Ensemble H,4
SDUNT192,1/17/23,T,6011-012,Biology Lab H,4
SDUNT617,1/17/23,A-E,4601-002,Law and Society ACP,4
SDUNT193,1/17/23,A-E,4501-006,AP Psychology,4
SDUNT496,1/17/23,A-E,4601-002,Law and Society ACP,4
SDUNT130,1/17/23,A-E,2421-003,Intermediate Spanish 2 ACP,4
SDUNT595,1/17/23,A-E,4501-006,AP Psychology,4
SDUNT361,1/17/23,A-E,4501-006,AP Psychology,4
SDUNT052,1/17/23,A,5611-003,Data Science H,4
SDUNT536,1/17/23,A-E,1201-006,English 11 H,4
SDUNT278,1/17/23,A-E,2461-003,Spanish 3 H,4
SDUNT467,1/17/23,A-E,8601-004,Entrepreneurship,4
SDUNT055,1/17/23,A,2441-003,Spanish 4 ACP,4
SDUNT179,1/17/23,A-E,0181-001,AM Lifeguard Training,7
SDUNT093,1/17/23,A-E,0181-001,AM Lifeguard Training,7
SDUNT203,1/17/23,A-E,82331-001,Tech Theatre Design & Management IV,8
SDUNT385,1/13/23,A-E,6061-001,AP Chemistry Lab,1
SDUNT002,1/13/23,A-E,4421-001,Mid East & Latin Amr Honors,1
SDUNT619,1/13/23,A,6061-001,AP Chemistry Lab,1
SDUNT438,1/13/23,A,2991-001,Chinese 5 ACP,1
SDUNT516,1/13/23,T,1201-005,English 11 H,1
SDUNT332,1/13/23,A-E,6341-001,Sustainability Envi Sci Lab ACP,1
SDUNT302,1/13/23,T,6111-005,Biology Lab ACP,1
SDUNT545,1/13/23,A-E,4311-001,U.S. History ACP,1
SDUNT220,1/13/23,A-E,5041-001,AP Calculus 4 BC,1
SDUNT011,1/13/23,A-E,6061-001,AP Chemistry Lab,1
SDUNT138,1/13/23,A-E,5051-004,AP Statistics,1
SDUNT058,1/13/23,A-E,4561-001,AP Comparative Government,1
SDUNT393,1/13/23,T,5031-006,Math 3 (Pre-Calculus) H,1
SDUNT442,1/13/23,T,4381-003,American Studies (History) H,1
SDUNT013,1/13/23,A-E,8601-003,Entrepreneurship,1
SDUNT305,1/13/23,T,5031-006,Math 3 (Pre-Calculus) H,1
SDUNT443,1/13/23,A-E,5081-003,AP Calculus 4 AB,1
SDUNT338,1/13/23,A-E,5531-003,Computer Science Principles H,1
SDUNT551,1/13/23,A-E,17641-001,TV Media Arts Major 2 H,1
SDUNT227,1/13/23,A-E,6061-001,AP Chemistry Lab,1
SDUNT177,1/13/23,T,5051-004,AP Statistics,1
SDUNT572,1/13/23,T,5531-003,Computer Science Principles H,1
SDUNT521,1/13/23,T,2431-005,Spanish 3 ACP,1
SDUNT373,1/13/23,T,4501-005,AP Psychology,1
SDUNT285,1/13/23,A,4561-001,AP Comparative Government,1
SDUNT160,1/13/23,A-E,2481-002,AP Spanish,1
SDUNT266,1/13/23,A-E,2441-001,Spanish 4 ACP,1
SDUNT064,1/13/23,T,6111-005,Biology Lab ACP,1
SDUNT254,1/13/23,T,5031-006,Math 3 (Pre-Calculus) H,1
SDUNT065,1/13/23,T,4701-002,Close-Up: Government,1
SDUNT344,1/13/23,A-E,0031-001,Fitness Indoor,1
SDUNT020,1/13/23,A-E,2991-001,Chinese 5 ACP,1
SDUNT023,1/13/23,A-E,6051-003,AP Biology Lab,1
SDUNT553,1/13/23,A,6061-001,AP Chemistry Lab,1
SDUNT181,1/13/23,T,5051-004,AP Statistics,1
SDUNT287,1/13/23,A-E,6341-001,Sustainability Envi Sci Lab ACP,1
SDUNT450,1/13/23,T,4381-003,American Studies (History) H,1
SDUNT027,1/13/23,A,5051-004,AP Statistics,1
SDUNT604,1/13/23,A,5081-003,AP Calculus 4 AB,1
SDUNT123,1/13/23,T,5051-004,AP Statistics,1
SDUNT349,1/13/23,T,6071-004,AP Physics Lab,1
SDUNT592,1/13/23,A-E,6051-003,AP Biology Lab,1
SDUNT451,1/13/23,T,6011-003,Biology Lab H,1
SDUNT612,1/13/23,T,1201-005,English 11 H,1
SDUNT557,1/13/23,A-E,4311-001,U.S. History ACP,1
SDUNT509,1/13/23,T,6111-005,Biology Lab ACP,1
SDUNT351,1/13/23,A-E,6341-001,Sustainability Envi Sci Lab ACP,1
SDUNT613,1/13/23,A-E,1201-005,English 11 H,1
SDUNT084,1/13/23,T,4391-003,American Studies (History) ACP,1
SDUNT607,1/13/23,A-E,7081-002,Art Major 1 ACP,1
SDUNT626,1/13/23,A-E,1211-003,American Studies (English) H,1
SDUNT510,1/13/23,T,6021-012,Chemistry Lab H,1
SDUNT491,1/13/23,T,5081-003,AP Calculus 4 AB,1
SDUNT291,1/13/23,A,4561-001,AP Comparative Government,1
SDUNT627,1/13/23,T,6061-001,AP Chemistry Lab,1
SDUNT492,1/13/23,A-E,5081-003,AP Calculus 4 AB,1
SDUNT531,1/13/23,T,6011-003,Biology Lab H,1
SDUNT560,1/13/23,T,5131-005,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT168,1/13/23,A-E,2481-002,AP Spanish,1
SDUNT087,1/13/23,T,2971-001,Chinese 3 ACP,1
SDUNT044,1/13/23,A-E,0331-003,Career Wellness,1
SDUNT296,1/13/23,A-E,5081-003,AP Calculus 4 AB,1
SDUNT609,1/13/23,A-E,4501-005,AP Psychology,1
SDUNT610,1/13/23,T,4501-005,AP Psychology,1
SDUNT149,1/13/23,T,6051-003,AP Biology Lab,1
SDUNT170,1/13/23,T,2481-002,AP Spanish,1
SDUNT323,1/13/23,T,6111-005,Biology Lab ACP,1
SDUNT130,1/13/23,A-E,6061-001,AP Chemistry Lab,1
SDUNT461,1/13/23,A-E,6111-009,Biology Lab ACP,1
SDUNT497,1/13/23,A,5081-003,AP Calculus 4 AB,1
SDUNT172,1/13/23,T,2481-002,AP Spanish,1
SDUNT246,1/13/23,T,3131-019,Academic Study,1
SDUNT536,1/13/23,A-E,6011-003,Biology Lab H,1
SDUNT299,1/13/23,A-E,5081-003,AP Calculus 4 AB,1
SDUNT197,1/13/23,T,5051-004,AP Statistics,1
SDUNT378,1/13/23,T,6051-003,AP Biology Lab,1
SDUNT199,1/13/23,A-E,5051-004,AP Statistics,1
SDUNT467,1/13/23,A-E,1361-006,Art and Technique of Film H,1
SDUNT369,1/13/23,A,4641-002,Digital Media & the Impact of the Internet H,1
SDUNT632,1/13/23,T,2131-002,French 3 ACP,1
SDUNT002,1/13/23,A-E,0001W1-001,WIN,2
SDUNT515,1/13/23,A-E,0001W1-001,WIN,2
SDUNT538,1/13/23,A-E,0001W1-001,WIN,2
SDUNT619,1/13/23,A,0001W1-001,WIN,2
SDUNT216,1/13/23,A,0001W1-001,WIN,2
SDUNT220,1/13/23,A-E,0001W1-001,WIN,2
SDUNT138,1/13/23,A-E,0001W1-001,WIN,2
SDUNT058,1/13/23,A-E,0001W1-001,WIN,2
SDUNT304,1/13/23,T,0001W1-001,WIN,2
SDUNT443,1/13/23,A-E,0001W1-001,WIN,2
SDUNT338,1/13/23,A-E,0001W1-001,WIN,2
SDUNT338,1/13/23,A-E,3341-032,Peer Tutoring,2
SDUNT551,1/13/23,A-E,0001W1-001,WIN,2
SDUNT227,1/13/23,A-E,0001W1-001,WIN,2
SDUNT061,1/13/23,T,0001W1-001,WIN,2
SDUNT341,1/13/23,A,0001W1-001,WIN,2
SDUNT285,1/13/23,A,0001W1-001,WIN,2
SDUNT160,1/13/23,A-E,0001W1-001,WIN,2
SDUNT266,1/13/23,A-E,0001W1-001,WIN,2
SDUNT179,1/13/23,A-E,0001W1-001,WIN,2
SDUNT344,1/13/23,A-E,0001W1-001,WIN,2
SDUNT019,1/13/23,A,0001W1-001,WIN,2
SDUNT119,1/13/23,A-E,0001W1-001,WIN,2
SDUNT023,1/13/23,A-E,0001W1-001,WIN,2
SDUNT287,1/13/23,A-E,0001W1-001,WIN,2
SDUNT623,1/13/23,A,0001W1-001,WIN,2
SDUNT073,1/13/23,A,0001W1-001,WIN,2
SDUNT074,1/13/23,A,0001W1-001,WIN,2
SDUNT376,1/13/23,A,0001W1-001,WIN,2
SDUNT592,1/13/23,A-E,0001W1-001,WIN,2
SDUNT409,1/13/23,A,0001W1-001,WIN,2
SDUNT605,1/13/23,A,0001W1-001,WIN,2
SDUNT351,1/13/23,A-E,0001W1-001,WIN,2
SDUNT607,1/13/23,A-E,0001W1-001,WIN,2
SDUNT626,1/13/23,A-E,0001W1-001,WIN,2
SDUNT353,1/13/23,A,0001W1-001,WIN,2
SDUNT291,1/13/23,A,0001W1-001,WIN,2
SDUNT037,1/13/23,A,0001W1-001,WIN,2
SDUNT168,1/13/23,A-E,0001W1-001,WIN,2
SDUNT095,1/13/23,A,0001W1-001,WIN,2
SDUNT296,1/13/23,A-E,0001W1-001,WIN,2
SDUNT609,1/13/23,A-E,0001W1-001,WIN,2
SDUNT610,1/13/23,A,0001W1-001,WIN,2
SDUNT243,1/13/23,A,0001W1-001,WIN,2
SDUNT130,1/13/23,A-E,0001W1-001,WIN,2
SDUNT258,1/13/23,A-E,0001W1-001,WIN,2
SDUNT461,1/13/23,A-E,0001W1-001,WIN,2
SDUNT506,1/13/23,A,0001W1-001,WIN,2
SDUNT536,1/13/23,A-E,0001W1-001,WIN,2
SDUNT596,1/13/23,A,0001W1-001,WIN,2
SDUNT630,1/13/23,A,0001W1-001,WIN,2
SDUNT199,1/13/23,A-E,0001W1-001,WIN,2
SDUNT467,1/13/23,A-E,0001W1-001,WIN,2
SDUNT055,1/13/23,A,0001W1-001,WIN,2
SDUNT328,1/13/23,T,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT002,1/13/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT515,1/13/23,A-E,0061-002,Personal and Group Awareness,3
SDUNT538,1/13/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT547,1/13/23,A,6061-002,AP Chemistry Lab,3
SDUNT220,1/13/23,A-E,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT138,1/13/23,A-E,5041-002,AP Calculus 4 BC,3
SDUNT058,1/13/23,A-E,5041-002,AP Calculus 4 BC,3
SDUNT443,1/13/23,A-E,5051-005,AP Statistics,3
SDUNT550,1/13/23,A-E,1291-007,AP English 11,3
SDUNT338,1/13/23,A-E,4501-003,AP Psychology,3
SDUNT551,1/13/23,A-E,1291-007,AP English 11,3
SDUNT341,1/13/23,A,4011-001,Leadership in a DiverseSociety,3
SDUNT285,1/13/23,A,5041-003,AP Calculus 4 BC,3
SDUNT160,1/13/23,A-E,5081-006,AP Calculus 4 AB,3
SDUNT179,1/13/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT066,1/13/23,A-E,1361-007,Art and Technique of Film H,3
SDUNT344,1/13/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT287,1/13/23,A-E,4561-002,AP Comparative Government,3
SDUNT074,1/13/23,A,5031-005,Math 3 (Pre-Calculus) H,3
SDUNT256,1/13/23,A-E,5801-019,Class Aide Math,3
SDUNT349,1/13/23,T,1361-007,Art and Technique of Film H,3
SDUNT592,1/13/23,A-E,5611-001,Data Science H,3
SDUNT409,1/13/23,A,6111-006,Biology Lab ACP,3
SDUNT605,1/13/23,T,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT351,1/13/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT607,1/13/23,A-E,4501-003,AP Psychology,3
SDUNT626,1/13/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT353,1/13/23,A,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT354,1/13/23,A,4601-001,Law and Society ACP,3
SDUNT291,1/13/23,T,4011-001,Leadership in a DiverseSociety,3
SDUNT168,1/13/23,A-E,1361-007,Art and Technique of Film H,3
SDUNT296,1/13/23,A-E,4561-002,AP Comparative Government,3
SDUNT570,1/13/23,A-E,5041-003,AP Calculus 4 BC,3
SDUNT609,1/13/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT130,1/13/23,A-E,5031-002,Math 3 (Pre-Calculus) H,3
SDUNT258,1/13/23,A-E,6351-002,Marine Biology ACP,3
SDUNT461,1/13/23,A-E,4381-005,American Studies (History) H,3
SDUNT506,1/13/23,A,5041-003,AP Calculus 4 BC,3
SDUNT276,1/13/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT246,1/13/23,A,5041-002,AP Calculus 4 BC,3
SDUNT536,1/13/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT199,1/13/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT467,1/13/23,A-E,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT565,1/13/23,A,1291-007,AP English 11,3
SDUNT002,1/13/23,A-E,1321-001,Diverse Perspectives in Lit H,4
SDUNT538,1/13/23,A-E,5141-004,Intro to Calculus ACP Acc,4
SDUNT004,1/13/23,A,4511-001,Introduction to Psychology ACP,4
SDUNT220,1/13/23,A-E,1321-001,Diverse Perspectives in Lit H,4
SDUNT010,1/13/23,A-E,5081-002,AP Calculus 4 AB,4
SDUNT138,1/13/23,A-E,4501-002,AP Psychology,4
SDUNT058,1/13/23,A-E,6031-001,Physics Lab H,4
SDUNT443,1/13/23,A-E,1341-001,The Short Story H,4
SDUNT338,1/13/23,A-E,8021-001,Family Singers H,4
SDUNT551,1/13/23,A-E,4311-005,U.S. History ACP,4
SDUNT341,1/13/23,A,4531-001,Ethics in the Modern World H,4
SDUNT160,1/13/23,A-E,4511-001,Introduction to Psychology ACP,4
SDUNT179,1/13/23,A-E,85621-001,Accounting 2 H,4
SDUNT066,1/13/23,A-E,5051-001,AP Statistics,4
SDUNT344,1/13/23,A-E,4641-001,Digital Media & the Impact of the Internet H,4
SDUNT468,1/13/23,A,6031-001,Physics Lab H,4
SDUNT119,1/13/23,A-E,8021-001,Family Singers H,4
SDUNT023,1/13/23,A-E,5081-002,AP Calculus 4 AB,4
SDUNT181,1/13/23,T,2941-001,Chinese 4 H,4
SDUNT287,1/13/23,A-E,1361-005,Art and Technique of Film H,4
SDUNT450,1/13/23,T,6111-003,Biology Lab ACP,4
SDUNT315,1/13/23,A-E,4301-004,AP US History,4
SDUNT028,1/13/23,T,4501-002,AP Psychology,4
SDUNT256,1/13/23,A-E,6071-002,AP Physics Lab,4
SDUNT592,1/13/23,A-E,1401-002,Women in Literature and Society H,4
SDUNT409,1/13/23,A,2441-002,Spanish 4 ACP,4
SDUNT605,1/13/23,T,5141-005,Intro to Calculus ACP Acc,4
SDUNT082,1/13/23,A-E,5141-004,Intro to Calculus ACP Acc,4
SDUNT351,1/13/23,A-E,1361-005,Art and Technique of Film H,4
SDUNT607,1/13/23,A-E,6301-002,Anatomy & Physiology Lab ACP,4
SDUNT626,1/13/23,A-E,6011-002,Biology Lab H,4
SDUNT353,1/13/23,A,0251-001,Unified Teaming through Sports,4
SDUNT242,1/13/23,A,6031-001,Physics Lab H,4
SDUNT492,1/13/23,T,6301-002,Anatomy & Physiology Lab ACP,4
SDUNT531,1/13/23,A-E,2441-002,Spanish 4 ACP,4
SDUNT560,1/13/23,T,6111-003,Biology Lab ACP,4
SDUNT270,1/13/23,T,2941-001,Chinese 4 H,4
SDUNT296,1/13/23,A-E,6051-001,AP Biology Lab,4
SDUNT570,1/13/23,A-E,6681-018,CL Aide Science,4
SDUNT609,1/13/23,A-E,4541-001,Ethics in the Modern World ACP,4
SDUNT149,1/13/23,A,4501-002,AP Psychology,4
SDUNT194,1/13/23,A-E,4391-001,American Studies (History) ACP,4
SDUNT323,1/13/23,A,2321-005,Novice Spanish 2 ACP,4
SDUNT258,1/13/23,A-E,5141-005,Intro to Calculus ACP Acc,4
SDUNT460,1/13/23,A-E,6031-001,Physics Lab H,4
SDUNT360,1/13/23,A-E,6031-001,Physics Lab H,4
SDUNT461,1/13/23,A-E,2741-001,Italian 4 ACP,4
SDUNT497,1/13/23,A,2881-001,Latin 4 ACP,4
SDUNT629,1/13/23,A-E,6061-003,AP Chemistry Lab,4
SDUNT052,1/13/23,D,5081-002,AP Calculus 4 AB,4
SDUNT536,1/13/23,A-E,4301-004,AP US History,4
SDUNT364,1/13/23,A-E,2751-001,Italian 5 ACP,4
SDUNT157,1/13/23,T,4501-002,AP Psychology,4
SDUNT199,1/13/23,A-E,1361-005,Art and Technique of Film H,4
SDUNT386,1/13/23,A-E,2471-002,Spanish 4 H,5
SDUNT538,1/13/23,A-E,1301-002,AP English 12,5
SDUNT479,1/13/23,A-E,6371-001,Forensics Lab ACP,5
SDUNT331,1/13/23,A,6371-001,Forensics Lab ACP,5
SDUNT332,1/13/23,A-E,1301-002,AP English 12,5
SDUNT542,1/13/23,A-E,5031-008,Math 3 (Pre-Calculus) H,5
SDUNT220,1/13/23,A-E,0061-003,Personal and Group Awareness,5
SDUNT058,1/13/23,A-E,4481-001,Modern America H,5
SDUNT549,1/13/23,A-E,1291-001,AP English 11,5
SDUNT583,1/13/23,A-E,4601-002,Law and Society ACP,5
SDUNT443,1/13/23,A-E,8611-001,Financial Planning and Banking,5
SDUNT551,1/13/23,A-E,2641-001,Italian 4 H,5
SDUNT160,1/13/23,A-E,1311-003,Philosophy as Literature H,5
SDUNT179,1/13/23,A-E,4481-001,Modern America H,5
SDUNT066,1/13/23,A-E,4501-006,AP Psychology,5
SDUNT344,1/13/23,A-E,7051-006,Ceramics Minor 1,5
SDUNT468,1/13/23,A,1301-002,AP English 12,5
SDUNT023,1/13/23,A-E,4501-006,AP Psychology,5
SDUNT602,1/13/23,A-E,6371-001,Forensics Lab ACP,5
SDUNT287,1/13/23,A-E,5611-003,Data Science H,5
SDUNT347,1/13/23,A,4601-002,Law and Society ACP,5
SDUNT256,1/13/23,A-E,1301-002,AP English 12,5
SDUNT381,1/13/23,A,4481-001,Modern America H,5
SDUNT592,1/13/23,A-E,4501-006,AP Psychology,5
SDUNT409,1/13/23,A,5531-002,Computer Science Principles H,5
SDUNT082,1/13/23,A-E,1371-006,Art and Technique of Film ACP,5
SDUNT351,1/13/23,A-E,0061-003,Personal and Group Awareness,5
SDUNT607,1/13/23,A-E,4601-002,Law and Society ACP,5
SDUNT626,1/13/23,A-E,3131-014,Academic Study,5
SDUNT036,1/13/23,A-E,4601-002,Law and Society ACP,5
SDUNT090,1/13/23,A-E,1201-006,English 11 H,5
SDUNT495,1/13/23,A-E,4601-002,Law and Society ACP,5
SDUNT472,1/13/23,A-E,4501-006,AP Psychology,5
SDUNT193,1/13/23,A-E,4501-006,AP Psychology,5
SDUNT296,1/13/23,A-E,6681-012,CL Aide Science,5
SDUNT609,1/13/23,A-E,5621-003,Data Science ACP,5
SDUNT149,1/13/23,A,5131-006,Math 3 ACP Accelerated (Pre-Calculus),5
SDUNT130,1/13/23,A-E,2421-003,Intermediate Spanish 2 ACP,5
SDUNT460,1/13/23,A-E,1501-002,Horror & SciFi Literature ACP,5
SDUNT360,1/13/23,A-E,1361-004,Art and Technique of Film H,5
