,School Name,School Type,Town,Grade,% African American,% Asian,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,% Graduated,% Still in School,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
1380,Oaklandvale,Public School,Saugus,"K,01,02,03,04,05",4.7,4.2,0.5,0.9,4.2,54.7,45.3,19.5,233.0,,,,,,,,,,
1381,Saugus High,Public School,Saugus,"09,10,11,12",5.5,5.9,0.4,0.0,0.4,50.3,49.7,13.9,708.0,87.3,3.2,92.0,111.0,85.0,47.0,19.0,490.0,484.0,500.0
1382,Veterans Memorial,Public School,Saugus,"K,01,02,03,04,05",3.7,4.1,0.2,0.0,1.4,52.8,47.2,18.2,533.0,,,,,,,,,,
1383,Emma L Miller Elementary School,Public School,Savoy,"PK,K,01,02,03,04,05",2.0,0.0,0.0,0.0,0.0,46.9,53.1,6.7,48.0,,,,,,,,,,
1384,Cushing Elementary,Public School,Scituate,"K,01,02,03,04,05,06",2.2,1.1,0.3,0.0,0.8,54.8,45.2,19.2,384.0,,,,,,,,,,
1385,Gates Intermediate School,Public School,Scituate,"07,08",3.5,1.7,0.0,0.0,1.2,48.6,51.4,18.6,493.0,,,,,,,,,,
1386,Hatherly Elementary,Public School,Scituate,"K,01,02,03,04,05,06",2.6,1.3,0.0,0.0,1.3,52.1,47.9,19.7,314.0,,,,,,,,,,
1387,Jenkins Elementary School,Public School,Scituate,"K,01,02,03,04,05,06",2.2,0.9,0.0,0.0,1.7,49.2,50.8,19.6,496.0,,,,,,,,,,
1388,Scituate High School,Public School,Scituate,"09,10,11,12",2.6,1.3,0.0,0.1,1.4,47.3,52.7,18.6,906.0,95.3,4.2,57.0,76.0,147.0,138.0,102.0,544.0,543.0,551.0
1389,Wampatuck Elementary,Public School,Scituate,"PK,K,01,02,03,04,05,06",3.5,0.9,0.0,0.0,2.6,54.3,45.7,17.8,440.0,,,,,,,,,,
1390,Dr. Kevin M. Hurley Middle School,Public School,Seekonk,"06,07,08",1.3,2.7,0.2,0.0,2.5,49.7,50.1,15.2,528.0,,,,,,,,,,
1391,George R Martin,Public School,Seekonk,"K,01,02,03,04,05",2.1,2.7,0.0,0.0,4.3,50.1,49.9,22.0,455.0,,,,,,,,,,
1392,Mildred Aitken School,Public School,Seekonk,"PK,K,01,02,03,04,05",2.2,3.1,0.0,0.0,2.9,50.1,49.9,22.8,421.0,,,,,,,,,,
1393,Seekonk High,Public School,Seekonk,"09,10,11,12",1.9,2.4,0.0,0.0,2.2,46.8,53.2,17.4,583.0,95.9,2.0,26.0,49.0,69.0,55.0,31.0,523.0,524.0,532.0
1394,Seven Hills Charter School,Charter School,Worcester,"K,01,02,03,04,05,06,07,08",47.1,0.1,0.0,0.0,3.6,52.9,47.1,26.7,679.0,,,,,,,,,,
1395,Cottage Street,Public School,Sharon,"K,01,02,03,04,05",3.0,27.2,0.2,0.2,7.0,51.2,48.8,21.7,551.0,,,,,,,,,,
1396,East Elementary,Public School,Sharon,"K,01,02,03,04,05",4.2,26.7,0.0,0.0,4.6,50.5,49.5,20.5,426.0,,,,,,,,,,
1397,Heights Elementary,Public School,Sharon,"K,01,02,03,04,05",2.1,33.3,0.2,0.2,7.2,52.2,47.8,20.0,511.0,,,,,,,,,,
1398,Sharon High,Public School,Sharon,"09,10,11,12",8.1,22.1,0.0,0.0,3.0,51.2,48.8,15.2,1138.0,96.0,1.5,7.0,33.0,113.0,221.0,300.0,574.0,578.0,600.0
1399,Sharon Middle,Public School,Sharon,"PK,06,07,08",3.9,28.0,0.1,0.2,4.2,51.3,48.7,19.2,914.0,,,,,,,,,,
1400,Shawsheen Valley Vocational Technical High School,Public School,Billerica,"09,10,11,12",1.5,0.7,0.3,0.0,1.6,57.5,42.5,16.7,1334.0,99.1,0.3,10.0,4.0,0.0,1.0,0.0,479.0,448.0,480.0
1401,Pine Hill,Public School,Sherborn,"PK,K,01,02,03,04,05",1.9,8.6,0.0,0.0,6.3,53.1,46.9,20.3,407.0,,,,,,,,,,
1402,Beal School,Public School,Shrewsbury,"K,01",0.9,52.5,0.0,0.0,3.8,55.3,44.7,19.4,313.0,,,,,,,,,,
1403,Calvin Coolidge,Public School,Shrewsbury,"K,01,02,03,04",2.7,30.3,0.2,0.0,5.1,51.1,48.9,21.5,410.0,,,,,,,,,,
1404,Floral Street School,Public School,Shrewsbury,"01,02,03,04",1.5,46.3,0.4,0.0,3.9,50.1,49.9,23.4,718.0,,,,,,,,,,
1405,Oak Middle School,Public School,Shrewsbury,"07,08",1.8,26.1,0.3,0.0,3.5,50.9,49.1,23.2,1036.0,,,,,,,,,,
1406,Parker Road Preschool,Public School,Shrewsbury,PK,2.2,35.8,1.7,0.0,3.9,52.6,47.4,14.2,261.0,,,,,,,,,,
1407,Sherwood Middle School,Public School,Shrewsbury,"05,06",2.8,27.9,0.2,0.0,3.0,50.5,49.5,22.0,978.0,,,,,,,,,,
1408,Shrewsbury Sr High,Public School,Shrewsbury,"09,10,11,12",1.9,20.6,0.2,0.1,2.6,46.7,53.1,16.3,1664.0,96.8,1.7,11.0,30.0,96.0,179.0,230.0,543.0,543.0,579.0
1409,Spring Street,Public School,Shrewsbury,"K,01,02,03,04",1.1,23.4,0.0,0.0,5.6,49.2,50.8,21.5,354.0,,,,,,,,,,
1410,Walter J Paton,Public School,Shrewsbury,"K,01,02,03,04",0.5,17.2,0.3,0.0,4.1,55.5,44.5,21.3,359.0,,,,,,,,,,
1411,Shutesbury Elementary,Public School,Shutesbury,"PK,K,01,02,03,04,05,06",0.8,0.0,0.8,0.0,9.9,42.1,57.9,14.7,131.0,,,,,,,,,,
1412,Silver Hill Horace Mann Charter School,Charter School,Haverhill,"K,01,02,03,04,05",2.8,2.5,0.2,0.0,1.6,51.3,48.7,21.7,576.0,,,,,,,,,,
1413,Silver Lake Regional High,Public School,Kingston,"PK,09,10,11,12",1.6,0.7,0.0,0.2,0.5,52.5,47.5,20.0,1298.0,97.9,0.7,17.0,70.0,163.0,129.0,64.0,520.0,509.0,539.0
1414,Silver Lake Regional Middle School,Public School,Kingston,"07,08",1.2,1.2,0.0,0.0,0.5,51.8,48.2,18.8,620.0,,,,,,,,,,
1415,A North Central Charter Essential (District),Charter School,Fitchburg,"07,08,09,10,11,12",4.3,2.2,0.0,0.0,1.6,47.6,52.4,12.1,356.0,58.8,23.5,,,,,,533.0,492.0,507.0
1416,Chace Street,Public School,Somerset,"PK,K,01,02,03,04,05",1.5,0.0,0.0,0.0,2.2,52.7,47.3,21.2,395.0,,,,,,,,,,
1417,North Elementary,Public School,Somerset,"K,01,02,03,04,05",1.6,1.2,0.0,0.0,1.8,49.0,51.0,21.7,498.0,,,,,,,,,,
1418,Somerset Middle School,Public School,Somerset,"06,07,08",1.0,0.2,0.2,0.0,2.6,52.8,47.2,21.1,616.0,,,,,,,,,,
1419,South,Public School,Somerset,"K,01,02,03,04,05",0.8,0.4,0.0,0.0,3.0,49.2,50.8,21.8,257.0,,,,,,,,,,
1420,Somerset Berkley Regional High School,Public School,Somerset,"09,10,11,12",1.4,0.5,0.0,0.0,3.1,46.8,53.2,13.9,955.0,96.2,0.0,5.0,36.0,91.0,67.0,42.0,515.0,502.0,541.0
1421,Albert F. Argenziano School at Lincoln Park,Public School,Somerville,"PK,K,01,02,03,04,05,06,07,08",5.7,10.3,0.0,0.0,3.7,51.1,48.9,20.2,598.0,,,,,,,,,,
1422,Arthur D Healey,Public School,Somerville,"PK,K,01,02,03,04,05,06,07,08",13.8,6.8,0.0,0.0,3.0,49.5,50.5,16.1,464.0,,,,,,,,,,
1423,Benjamin G Brown,Public School,Somerville,"K,01,02,03,04,05",0.0,9.7,0.4,0.0,9.3,49.2,50.8,18.5,270.0,,,,,,,,,,
1424,Capuano Early Childhood Center,Public School,Somerville,"PK,K",5.4,9.6,0.0,0.0,4.2,61.7,38.3,14.7,365.0,,,,,,,,,,
1425,E Somerville Community,Public School,Somerville,"K,01,02,03,04,05,06,07,08",4.4,3.2,0.0,0.1,2.3,51.6,48.4,20.0,700.0,,,,,,,,,,
1426,Full Circle High School,Public School,Somerville,"09,10,11,12",23.0,1.6,0.0,0.0,3.3,62.3,37.7,7.6,71.0,26.7,20.0,,,,,,,,
1427,John F Kennedy,Public School,Somerville,"PK,K,01,02,03,04,05,06,07,08",10.2,5.5,0.0,0.0,5.3,54.6,45.4,18.2,440.0,,,,,,,,,,
1428,Next Wave Junior High,Public School,Somerville,"06,07,08",18.8,0.0,0.0,0.0,0.0,68.8,31.3,6.6,34.0,,,,,,,,,,
1429,Somerville High,Public School,Somerville,"09,10,11,12",13.6,9.4,0.0,0.0,0.7,54.7,45.3,14.0,1251.0,85.0,5.4,97.0,173.0,151.0,104.0,59.0,462.0,458.0,486.0
1430,West Somerville Neighborhood,Public School,Somerville,"PK,K,01,02,03,04,05,06,07,08",13.8,4.0,0.0,0.0,5.8,53.8,46.2,19.9,356.0,,,,,,,,,,
1431,Winter Hill Community,Public School,Somerville,"PK,K,01,02,03,04,05,06,07,08",12.6,8.2,0.0,0.0,2.8,55.0,45.0,17.8,461.0,,,,,,,,,,
1432,Michael E. Smith Middle School,Public School,South Hadley,"05,06,07,08",2.0,1.8,0.0,0.0,4.2,49.6,50.4,17.5,550.0,,,,,,,,,,
1433,Mosier,Public School,South Hadley,"02,03,04",1.4,1.6,0.2,0.0,1.6,49.3,50.7,20.2,397.0,,,,,,,,,,
1434,Plains Elementary,Public School,South Hadley,"PK,K,01",1.2,2.6,0.3,0.0,3.2,50.6,49.4,23.0,345.0,,,,,,,,,,
1435,South Hadley High,Public School,South Hadley,"09,10,11,12",3.1,1.7,0.0,0.4,0.9,50.3,49.7,12.4,541.0,93.6,2.1,21.0,70.0,53.0,33.0,28.0,492.0,486.0,533.0
1436,Joseph P Keefe Technical High School,Public School,Framingham,"09,10,11,12",5.9,0.1,0.8,0.0,3.3,56.9,43.1,13.4,685.0,93.9,2.4,,,,,,427.0,402.0,428.0
1437,South Shore Charter Public School,Charter School,Norwell,"K,01,02,03,04,05,06,07,08,09,10,11,12",25.1,4.6,0.3,0.1,4.6,50.5,49.5,18.0,609.0,100.0,0.0,1.0,12.0,16.0,9.0,5.0,518.0,489.0,489.0
1438,So Shore Vocational Technical High,Public School,Hanover,"09,10,11,12",0.8,0.5,0.0,0.2,2.5,66.4,33.6,13.0,621.0,93.7,2.8,,,,,,459.0,431.0,464.0
1439,William E Norris,Public School,Southampton,"PK,K,01,02,03,04,05,06",0.4,1.5,0.2,0.4,2.3,51.5,48.5,18.6,525.0,,,,,,,,,,
1440,Albert S. Woodward Memorial School,Public School,Southborough,"02,03",1.6,18.4,0.0,0.0,5.7,50.6,49.4,17.8,245.0,,,,,,,,,,
1441,Margaret A Neary,Public School,Southborough,"04,05",0.3,16.1,0.3,0.0,5.4,50.7,49.3,23.1,295.0,,,,,,,,,,
1442,Mary E Finn School,Public School,Southborough,"PK,K,01",1.7,15.7,0.3,0.0,5.5,53.6,46.4,17.4,300.0,,,,,,,,,,
1443,P Brent Trottier,Public School,Southborough,"06,07,08",0.4,14.4,0.0,0.0,3.3,50.5,49.5,16.7,482.0,,,,,,,,,,
1444,Charlton Street,Public School,Southbridge,"01,02,03,04,05",3.1,1.4,0.2,0.0,3.6,52.3,47.7,19.1,438.0,,,,,,,,,,
1445,Eastford Road,Public School,Southbridge,"PK,K,01,02",2.0,2.4,0.4,0.0,0.0,48.8,51.2,12.3,266.0,,,,,,,,,,
1446,Southbridge High School,Public School,Southbridge,"09,10,11,12",1.8,0.8,0.2,0.0,0.6,52.1,47.9,,,,,,,,,,,,
1447,Southbridge Middle School,Public School,Southbridge,"06,07,08",1.4,1.0,0.6,0.0,1.6,51.9,48.1,,,,,,,,,,,,
1448,West Street,Public School,Southbridge,"01,02,03,04,05",1.4,2.3,0.7,0.0,2.1,49.4,50.6,18.7,435.0,,,,,,,,,,
1449,Southeastern Regional Vocational Technical,Public School,South Easton,"09,10,11,12",32.6,1.4,0.1,0.0,3.9,51.2,48.8,16.1,1353.0,97.0,1.0,104.0,43.0,17.0,2.0,2.0,426.0,406.0,425.0
1450,Monterey,Public School,Sheffield,K,,,,,,,,,,,,,,,,,,,
1451,Mt Everett Regional,Public School,Sheffield,"07,08,09,10,11,12",0.7,0.0,0.0,0.0,5.5,51.0,49.0,10.3,324.0,94.9,0.0,16.0,12.0,22.0,6.0,4.0,514.0,500.0,501.0
1452,New Marlborough Central,Public School,Sheffield,"PK,K,01,02,03,04",0.0,0.0,3.3,0.0,3.3,50.0,50.0,10.7,93.0,,,,,,,,,,
1453,South Egremont,Public School,Sheffield,"K,01",0.0,0.0,0.0,0.0,0.0,69.2,30.8,8.5,17.0,,,,,,,,,,
1454,Undermountain,Public School,Sheffield,"PK,K,01,02,03,04,05,06",1.2,0.0,0.3,0.0,5.2,53.0,47.0,16.7,333.0,,,,,,,,,,
1455,Bay Path Regional Vocational Technical High School,Public School,Charlton,"09,10,11,12",0.5,0.4,0.1,0.0,0.9,58.0,42.0,13.9,1118.0,94.3,1.9,69.0,68.0,31.0,17.0,2.0,459.0,432.0,470.0
1456,Granville Village School,Public School,Granville,"K,01,02,03,04,05,06",0.0,0.0,1.2,0.0,4.9,52.4,47.6,13.1,93.0,,,,,,,,,,
1457,Powder Mill School,Public School,Southwick,"03,04,05,06",2.3,1.3,0.0,0.0,1.8,48.7,51.3,18.0,412.0,,,,,,,,,,
1458,Southwick Regional School,Public School,Southwick,"07,08,09,10,11,12",1.9,0.4,0.0,0.0,1.1,50.6,49.4,15.3,793.0,91.4,1.2,19.0,21.0,29.0,17.0,16.0,518.0,498.0,522.0
1459,Woodland School,Public School,Southwick,"PK,K,01,02",1.5,0.6,0.0,0.0,2.4,52.4,47.6,15.4,333.0,,,,,,,,,,
1460,David Prouty High,Public School,Spencer,"09,10,11,12",1.2,1.2,0.0,0.0,5.0,54.4,45.6,15.8,370.0,74.1,9.3,36.0,46.0,31.0,27.0,8.0,514.0,489.0,518.0
1461,East Brookfield Elementary,Public School,East Brookfield,"PK,K,01,02,03,04,05,06",0.9,0.5,0.5,0.0,4.7,54.2,45.8,21.1,282.0,,,,,,,,,,
1462,Knox Trail Middle School,Public School,Spencer,"05,06,07,08",1.0,0.5,0.2,0.0,3.4,54.8,45.2,17.3,408.0,,,,,,,,,,
1463,Wire Village School,Public School,Spencer,"K,01,02,03,04",0.9,1.4,0.0,0.0,3.5,49.3,50.7,21.6,496.0,,,,,,,,,,
1464,Alfred G. Zanetti Montessori Magnet School,Public School,Springfield,"PK,K,01,02,03,04,05,06,07,08",25.3,0.2,0.0,0.0,4.1,47.0,53.0,17.3,421.0,,,,,,,,,,
1465,Alice B Beal Elementary,Public School,Springfield,"K,01,02,03,04,05",13.8,9.1,0.0,0.0,2.9,50.7,49.3,19.5,236.0,,,,,,,,,,
1466,Arthur T Talmadge,Public School,Springfield,"K,01,02,03,04,05",30.0,1.9,0.4,0.0,3.3,53.0,47.0,18.8,275.0,,,,,,,,,,
1467,Balliet Middle School,Public School,Springfield,"06,07,08",19.6,0.0,0.0,0.0,0.0,69.6,30.4,8.3,79.0,,,,,,,,,,
1468,Brightwood,Public School,Springfield,"K,01,02,03,04,05",16.4,0.0,0.0,0.0,0.0,52.0,48.0,20.1,335.0,,,,,,,,,,
1469,Chestnut Accelerated Middle School (North),Public School,Springfield,"06,07,08",8.7,0.3,0.3,0.0,0.0,54.0,46.0,15.6,293.0,,,,,,,,,,
1470,Chestnut Accelerated Middle School (South),Public School,Springfield,"06,07,08",12.9,0.3,0.0,0.0,0.0,49.5,50.5,15.1,293.0,,,,,,,,,,
1471,Chestnut Accelerated Middle School (Talented and Gifted),Public School,Springfield,"06,07,08",21.1,2.8,0.4,0.4,2.1,43.9,56.1,17.3,236.0,,,,,,,,,,
1472,Conservatory of the Arts,Public School,Springfield,"06,07,08,09,10,11",25.8,0.0,0.0,0.0,1.2,24.0,76.0,13.1,226.0,,,,,,,,,,
1473,Daniel B Brunton,Public School,Springfield,"K,01,02,03,04,05",20.3,1.5,0.0,0.2,1.7,49.3,50.7,22.6,476.0,,,,,,,,,,
1474,Early Childhood Education Center,Public School,Springfield,PK,19.4,1.4,0.0,0.0,2.8,63.9,36.1,8.9,149.0,,,,,,,,,,
1475,Edward P. Boland School,Public School,Springfield,"PK,K,01,02,03,04,05",10.0,1.3,0.1,0.0,1.6,56.3,43.7,18.9,807.0,,,,,,,,,,
1476,Elias Brookings,Public School,Springfield,"PK,K,01,02,03,04,05",24.0,0.3,0.8,0.0,1.6,51.7,48.3,18.9,398.0,,,,,,,,,,
1477,Forest Park Middle,Public School,Springfield,"06,07,08",17.8,7.8,0.1,0.1,1.0,48.9,51.1,14.8,717.0,,,,,,,,,,
1478,Frank H Freedman,Public School,Springfield,"K,01,02,03,04,05",25.1,1.0,0.0,0.0,1.6,55.9,44.1,18.8,294.0,,,,,,,,,,
1479,Frederick Harris,Public School,Springfield,"PK,K,01,02,03,04,05",19.7,3.2,0.0,0.0,3.2,51.2,48.8,16.7,575.0,,,,,,,,,,
1480,Gateway to College at Holyoke Community College,Public School,Holyoke,"09,10,11,12",22.2,0.0,0.0,0.0,0.0,37.0,63.0,18.0,36.0,63.6,22.7,,,,,,,,
1481,Gateway to College at Springfield Technical Community College,Public School,Springfield,"09,10,11,12",20.8,0.0,0.0,0.0,2.1,39.6,60.4,32.7,69.0,16.7,66.7,,,,,,,,
1482,German Gerena Community School,Public School,Springfield,"PK,K,01,02,03,04,05",14.5,0.7,0.0,0.0,0.5,49.9,50.1,17.7,710.0,,,,,,,,,,
1483,Glenwood,Public School,Springfield,"K,01,02,03,04,05",14.0,2.3,0.0,0.0,2.7,53.8,46.2,19.9,299.0,,,,,,,,,,
1484,Glickman Elementary,Public School,Springfield,"K,01,02,03,04,05",22.8,3.6,0.0,0.0,2.2,50.1,49.9,17.2,344.0,,,,,,,,,,
1485,High School Of Commerce,Public School,Springfield,"09,10,11,12",19.8,1.5,0.0,0.0,1.1,53.2,46.8,15.8,1329.0,58.2,9.6,,,,,,353.0,338.0,356.0
1486,Hiram L Dorman,Public School,Springfield,"K,01,02,03,04,05",27.9,1.2,0.0,0.0,0.9,49.8,50.2,20.9,347.0,,,,,,,,,,
1487,Homer Street,Public School,Springfield,"K,01,02,03,04,05",24.1,1.6,0.0,0.0,0.9,52.5,47.5,20.4,416.0,,,,,,,,,,
1488,Indian Orchard Elementary,Public School,Indian Orchard,"PK,K,01,02,03,04,05",17.0,1.7,0.0,0.0,3.2,52.9,47.1,18.1,693.0,,,,,,,,,,
1489,John F Kennedy Middle,Public School,Springfield,"06,07,08",19.1,0.7,0.2,0.0,0.9,54.9,45.1,18.3,465.0,,,,,,,,,,
1490,John J Duggan Middle,Public School,Springfield,"06,07,08,09,10,11",27.4,2.5,0.0,0.0,1.0,58.3,41.7,15.4,625.0,,,,,,,,,,
1491,Kensington International School,Public School,Springfield,"K,01,02,03,04,05",21.2,5.2,0.0,0.0,1.3,51.3,48.7,21.8,370.0,,,,,,,,,,
1492,Liberty,Public School,Springfield,"K,01,02,03,04,05",8.7,2.1,0.0,0.0,0.7,48.6,51.4,20.4,277.0,,,,,,,,,,
1493,Liberty Preparatory Academy,Public School,Springfield,"09,10,11,12",15.4,7.7,0.0,0.0,0.0,69.2,30.8,3.6,16.0,22.2,33.3,,,,,,,,
1494,Lincoln,Public School,Springfield,"K,01,02,03,04,05",10.1,0.2,0.0,0.0,0.7,57.4,42.6,24.5,410.0,,,,,,,,,,
1495,M Marcus Kiley Middle,Public School,Springfield,"06,07,08",21.2,3.0,0.2,0.0,0.8,53.3,46.7,16.9,696.0,,,,,,,,,,
1496,Margaret C Ells,Public School,Springfield,"PK,K,01",26.5,0.5,0.5,0.0,2.7,58.4,41.6,11.8,253.0,,,,,,,,,,
1497,Mary A. Dryden Veterans Memorial School,Public School,Springfield,"PK,K,01,02,03,04,05",14.5,7.2,0.0,0.3,2.7,47.3,52.7,21.8,341.0,,,,,,,,,,
1498,Mary M Lynch,Public School,Springfield,"K,01,02,03,04,05",18.0,0.0,0.0,0.0,1.1,47.7,52.3,18.4,253.0,,,,,,,,,,
1499,Mary M Walsh,Public School,Springfield,"K,01,02,03,04,05",14.3,1.0,0.0,0.0,2.3,55.2,44.8,19.3,299.0,,,,,,,,,,
1500,Mary O Pottenger,Public School,Springfield,"K,01,02,03,04,05",11.4,2.0,0.2,0.0,1.3,51.6,48.4,20.2,441.0,,,,,,,,,,
1501,Milton Bradley School,Public School,Springfield,"PK,K,01,02,03,04,05",16.7,0.0,0.0,0.0,0.5,52.3,47.7,16.0,541.0,,,,,,,,,,
1502,Rebecca M Johnson,Public School,Springfield,"PK,K,01,02,03,04,05",28.0,0.3,0.1,0.0,1.4,51.1,48.9,18.6,831.0,,,,,,,,,,
1503,Roger L. Putnam Vocational Technical Academy,Public School,Springfield,"09,10,11,12",19.5,1.6,0.0,0.0,0.9,45.8,54.2,13.0,1408.0,92.6,1.7,76.0,47.0,23.0,10.0,3.0,354.0,340.0,371.0
1504,STEM Middle Academy,Public School,Springfield,"06,07,08",25.7,1.4,0.0,0.0,0.0,64.9,35.1,17.7,287.0,,,,,,,,,,
1505,Samuel Bowles,Public School,Springfield,"K,01,02,03,04,05",16.8,0.3,0.0,0.3,2.1,51.4,48.6,19.5,329.0,,,,,,,,,,
1506,South End Middle School,Public School,Springfield,"06,07,08",14.2,0.4,0.0,0.0,1.2,49.6,50.4,14.9,234.0,,,,,,,,,,
1507,Springfield Central High,Public School,Springfield,"09,10,11,12",24.1,6.0,0.0,0.1,1.1,51.8,48.2,17.0,1898.0,82.2,3.8,177.0,188.0,120.0,54.0,25.0,403.0,386.0,410.0
1508,Springfield High School,Public School,Springfield,"09,10,11,12",25.6,0.0,0.0,0.0,1.7,68.4,31.6,7.7,101.0,11.6,15.9,,,,,,,,
1509,Springfield High School of Science and Technology,Public School,Springfield,"09,10,11,12",17.3,2.3,0.0,0.1,0.7,58.8,41.2,13.1,1322.0,58.6,6.9,244.0,50.0,15.0,2.0,1.0,332.0,306.0,336.0
1510,Springfield Public Day Elementary School,Public School,Springfield,"K,01,02,03,04,05",25.9,0.0,0.0,0.0,0.0,81.5,18.5,5.2,88.0,,,,,,,,,,
1511,Springfield Public Day High School,Public School,Springfield,"09,10,11,12",23.4,0.0,0.0,0.0,1.8,69.4,30.6,4.9,87.0,8.7,30.4,,,,,,,,
1512,Springfield Public Day Middle School,Public School,Springfield,"06,07,08",25.0,0.0,0.0,0.0,0.0,87.5,12.5,4.9,62.0,,,,,,,,,,
1513,Sumner Avenue,Public School,Springfield,"PK,K,01,02,03,04,05",17.0,4.7,0.2,0.0,3.0,52.3,47.7,16.8,580.0,,,,,,,,,,
1514,The Springfield Renaissance School an Expeditionary Learning School,Public School,Springfield,"06,07,08,09,10,11,12",25.2,1.4,0.0,0.1,0.8,51.6,48.4,16.1,720.0,89.8,7.1,18.0,18.0,7.0,4.0,2.0,433.0,428.0,433.0
1515,Thomas M Balliet,Public School,Springfield,"PK,K,01,02,03,04,05",23.8,1.2,0.0,0.0,2.5,51.1,48.9,19.5,304.0,,,,,,,,,,
1516,Van Sickle Academy,Public School,Springfield,"06,07,08",19.1,1.8,0.0,0.0,1.5,52.7,47.3,18.4,375.0,,,,,,,,,,
1517,Van Sickle International Baccalaureate,Public School,Springfield,"06,07,08",11.8,2.5,0.0,0.0,0.5,55.6,44.4,15.1,385.0,,,,,,,,,,
1518,Warner,Public School,Springfield,"PK,K,01,02,03,04,05",16.5,2.9,0.7,0.4,2.9,53.4,46.6,18.1,323.0,,,,,,,,,,
1519,Washington,Public School,Springfield,"PK,K,01,02,03,04,05",19.6,7.1,0.0,0.2,3.5,54.6,45.4,23.2,499.0,,,,,,,,,,
1520,White Street,Public School,Springfield,"K,01,02,03,04,05",16.3,4.9,0.0,0.0,1.3,51.2,48.8,21.1,378.0,,,,,,,,,,
1521,William N. DeBerry,Public School,Springfield,"K,01,02,03,04,05",16.1,0.0,0.3,0.0,1.0,49.0,51.0,18.3,282.0,,,,,,,,,,
1522,Colonial Park,Public School,Stoneham,"PK,K,01,02,03,04",1.5,3.8,0.0,0.0,4.1,57.1,42.9,19.3,270.0,,,,,,,,,,
1523,Robin Hood,Public School,Stoneham,"PK,K,01,02,03,04",0.8,7.1,0.3,0.0,1.6,50.8,49.2,20.2,372.0,,,,,,,,,,
1524,South,Public School,Stoneham,"K,01,02,03,04",2.7,3.6,1.2,0.0,4.8,48.5,51.5,18.2,328.0,,,,,,,,,,
1525,Stoneham Central Middle School,Public School,Stoneham,"05,06,07,08",1.6,4.5,0.0,0.1,3.7,50.6,49.4,17.1,755.0,,,,,,,,,,
1526,Stoneham High,Public School,Stoneham,"09,10,11,12",2.8,3.5,0.1,0.0,2.1,49.3,50.7,14.3,648.0,94.6,3.4,34.0,65.0,96.0,69.0,26.0,497.0,498.0,490.0
1527,Edwin A Jones Early Childhood Center,Public School,Stoughton,PK,27.8,1.1,0.0,0.0,5.6,62.2,37.8,14.3,118.0,,,,,,,,,,
1528,Helen Hansen Elementary,Public School,Stoughton,"K,01,02,03,04,05",18.1,2.4,0.0,1.2,4.0,48.8,51.2,15.9,268.0,,,,,,,,,,
1529,Joseph H Gibbons,Public School,Stoughton,"K,01,02,03,04,05",12.1,6.1,0.0,0.0,7.7,51.2,48.8,15.9,363.0,,,,,,,,,,
1530,Joseph R Dawe Jr Elementary,Public School,Stoughton,"K,01,02,03,04,05",26.5,9.8,0.0,0.5,4.0,56.9,43.1,14.7,363.0,,,,,,,,,,
1531,O'Donnell Middle School,Public School,Stoughton,"06,07,08",22.8,6.6,0.1,0.1,4.1,51.2,48.8,18.2,873.0,,,,,,,,,,
1532,South Elementary,Public School,Stoughton,"K,01,02,03,04,05",19.6,10.6,0.4,2.0,5.9,49.4,50.6,23.0,275.0,,,,,,,,,,
1533,Stoughton High,Public School,Stoughton,"09,10,11,12",22.2,5.5,0.0,0.1,1.8,51.8,48.2,16.5,1049.0,92.9,2.0,38.0,50.0,67.0,43.0,35.0,512.0,502.0,518.0
1534,West Elementary,Public School,Stoughton,"PK,K,01,02,03,04,05",21.8,4.1,0.6,0.3,7.2,50.4,49.6,18.1,387.0,,,,,,,,,,
1535,Burgess Elementary,Public School,Sturbridge,"PK,K,01,02,03,04,05,06",0.5,1.4,0.3,0.0,3.9,56.1,43.9,23.1,958.0,,,,,,,,,,
1536,Sturgis Charter Public School,Charter School,Hyannis,"09,10,11,12",1.7,2.6,0.6,0.1,5.3,40.9,59.1,14.1,802.0,97.5,2.0,,,,,,585.0,563.0,562.0
1537,Ephraim Curtis Middle,Public School,Sudbury,"06,07,08",2.3,6.6,0.0,0.1,3.9,51.5,48.5,22.4,995.0,,,,,,,,,,
1538,General John Nixon Elementary,Public School,Sudbury,"K,01,02,03,04,05",5.3,9.0,0.0,0.3,8.1,49.6,50.4,20.4,380.0,,,,,,,,,,
1539,Israel Loring School,Public School,Sudbury,"K,01,02,03,04,05",2.1,11.9,0.8,1.0,5.5,53.2,46.8,21.3,483.0,,,,,,,,,,
1540,Josiah Haynes,Public School,Sudbury,"K,01,02,03,04,05",3.1,8.8,0.0,0.0,6.7,55.6,44.4,19.3,403.0,,,,,,,,,,
1541,Peter Noyes,Public School,Sudbury,"PK,K,01,02,03,04,05",2.9,10.1,0.0,0.0,7.9,51.9,48.1,20.9,598.0,,,,,,,,,,
1542,Sunderland Elementary,Public School,Sunderland,"PK,K,01,02,03,04,05,06",5.8,8.2,0.0,0.0,10.9,59.1,40.9,15.5,239.0,,,,,,,,,,
