"","State","Year","Month","Number_of_Deaths","Number_of_OD_Deaths"
"2872","PA",2016,"November",133350,4358
"2873","PA",2016,"October",132591,4158
"2874","PA",2016,"September",132286,4030
"2875","PA",2017,"April",136404,5220
"2876","PA",2017,"August",137294,5695
"2877","PA",2017,"December",136986,5434
"2878","PA",2017,"February",135703,4960
"2879","PA",2017,"January",135315,4875
"2880","PA",2017,"July",137299,5573
"2881","PA",2017,"June",137317,5508
"2882","PA",2017,"March",136252,5107
"2883","PA",2017,"May",136818,5386
"2884","PA",2017,"November",136963,5586
"2885","PA",2017,"October",137236,5642
"2886","PA",2017,"September",137438,5697
"2887","PA",2018,"April",136978,4912
"2888","PA",2018,"August",136471,4633
"2889","PA",2018,"December",136049,4415
"2890","PA",2018,"February",137337,5134
"2891","PA",2018,"January",137436,5303
"2892","PA",2018,"July",136588,4741
"2893","PA",2018,"June",136570,4806
"2894","PA",2018,"March",136886,4982
"2895","PA",2018,"May",136722,4833
"2896","PA",2018,"November",136541,4475
"2897","PA",2018,"October",136611,4570
"2898","PA",2018,"September",136234,4587
"2899","PA",2019,"April",134350,4379
"2900","PA",2019,"August",134738,4277
"2901","PA",2019,"December",135244,4444
"2902","PA",2019,"February",134510,4408
"2903","PA",2019,"January",134976,4403
"2904","PA",2019,"July",134629,4257
"2905","PA",2019,"June",134517,4282
"2906","PA",2019,"March",134616,4410
"2907","PA",2019,"May",134535,4337
"2908","PA",2019,"November",134912,4348
"2909","PA",2019,"October",134608,4275
"2910","PA",2019,"September",134836,4269
"2911","PA",2020,"April",139993,4699
"2912","PA",2020,"August",145091,5072
"2913","PA",2020,"December",156613,5178
"2914","PA",2020,"February",135759,4552
"2915","PA",2020,"January",135363,4483
"2916","PA",2020,"July",144304,5036
"2917","PA",2020,"June",143445,4928
"2918","PA",2020,"March",135728,4595
"2919","PA",2020,"May",142788,4824
"2920","PA",2020,"November",149589,5199
"2921","PA",2020,"October",146762,5172
"2922","PA",2020,"September",145990,5149
"2923","PA",2021,"February",162212,5294
"2924","PA",2021,"January",161134,5228
"2925","PA",2021,"March",162097,5321
"2926","RI",2015,"April",10249,267
"2927","RI",2015,"August",10369,308
"2928","RI",2015,"December",10388,319
"2929","RI",2015,"February",10206,254
"2930","RI",2015,"January",10111,250
"2931","RI",2015,"July",10365,308
"2932","RI",2015,"June",10286,296
"2933","RI",2015,"March",10268,262
"2934","RI",2015,"May",10238,282
"2935","RI",2015,"November",10496,323
"2936","RI",2015,"October",10476,322
"2937","RI",2015,"September",10414,326
"2938","RI",2016,"April",10159,328
"2939","RI",2016,"August",9997,337
"2940","RI",2016,"December",10023,346
"2941","RI",2016,"February",10251,322
"2942","RI",2016,"January",10273,320
"2943","RI",2016,"July",9973,333
"2944","RI",2016,"June",10072,338
"2945","RI",2016,"March",10173,322
"2946","RI",2016,"May",10131,329
"2947","RI",2016,"November",9940,344
"2948","RI",2016,"October",9950,330
"2949","RI",2016,"September",9985,329
"2950","RI",2017,"April",10226,339
"2951","RI",2017,"August",10345,326
"2952","RI",2017,"December",10444,332
"2953","RI",2017,"February",10107,340
"2954","RI",2017,"January",10075,350
"2955","RI",2017,"July",10374,321
"2956","RI",2017,"June",10333,320
"2957","RI",2017,"March",10187,346
"2958","RI",2017,"May",10258,324
"2959","RI",2017,"November",10379,326
"2960","RI",2017,"October",10351,332
"2961","RI",2017,"September",10391,330
"2962","RI",2018,"April",10336,313
"2963","RI",2018,"August",10418,329
"2964","RI",2018,"December",10430,331
"2965","RI",2018,"February",10412,317
"2966","RI",2018,"January",10505,321
"2967","RI",2018,"July",10380,330
"2968","RI",2018,"June",10358,332
"2969","RI",2018,"March",10302,309
"2970","RI",2018,"May",10367,329
"2971","RI",2018,"November",10502,334
"2972","RI",2018,"October",10507,333
"2973","RI",2018,"September",10436,328
"2974","RI",2019,"April",10503,345
"2975","RI",2019,"August",10564,341
"2976","RI",2019,"December",10619,317
"2977","RI",2019,"February",10456,345
"2978","RI",2019,"January",10448,344
"2979","RI",2019,"July",10519,345
"2980","RI",2019,"June",10504,341
"2981","RI",2019,"March",10572,348
"2982","RI",2019,"May",10483,349
"2983","RI",2019,"November",10588,318
"2984","RI",2019,"October",10548,325
"2985","RI",2019,"September",10565,334
"2986","RI",2020,"April",10917,340
"2987","RI",2020,"August",11510,376
"2988","RI",2020,"December",12160,397
"2989","RI",2020,"February",10583,326
"2990","RI",2020,"January",10516,318
"2991","RI",2020,"July",11485,359
"2992","RI",2020,"June",11518,346
"2993","RI",2020,"March",10577,327
"2994","RI",2020,"May",11388,343
"2995","RI",2020,"November",11733,396
"2996","RI",2020,"October",11578,392
"2997","RI",2020,"September",11550,391
"2998","RI",2021,"February",12584,408
"2999","RI",2021,"January",12517,402
"3000","RI",2021,"March",12590,405
"3001","SC",2015,"April",45723,709
"3002","SC",2015,"August",46168,744
"3003","SC",2015,"December",46352,736
"3004","SC",2015,"February",45264,699
"3005","SC",2015,"January",44886,692
"3006","SC",2015,"July",46062,726
"3007","SC",2015,"June",45965,730
"3008","SC",2015,"March",45668,710
"3009","SC",2015,"May",45843,726
"3010","SC",2015,"November",46445,738
"3011","SC",2015,"October",46453,747
"3012","SC",2015,"September",46260,735
"3013","SC",2016,"April",46278,771
"3014","SC",2016,"August",46492,822
"3015","SC",2016,"December",47123,871
"3016","SC",2016,"February",46280,722
"3017","SC",2016,"January",46122,730
"3018","SC",2016,"July",46533,822
"3019","SC",2016,"June",46325,804
"3020","SC",2016,"March",46143,733
"3021","SC",2016,"May",46263,775
"3022","SC",2016,"November",46945,842
"3023","SC",2016,"October",46738,846
"3024","SC",2016,"September",46859,831
"3025","SC",2017,"April",47315,934
"3026","SC",2017,"August",48017,999
"3027","SC",2017,"December",48418,1001
"3028","SC",2017,"February",46912,934
"3029","SC",2017,"January",47188,903
"3030","SC",2017,"July",47792,981
"3031","SC",2017,"June",47720,978
"3032","SC",2017,"March",47150,924
"3033","SC",2017,"May",47492,964
"3034","SC",2017,"November",48224,1028
"3035","SC",2017,"October",48186,1012
"3036","SC",2017,"September",47975,1020
"3037","SC",2018,"April",49321,1057
"3038","SC",2018,"August",49386,1053
"3039","SC",2018,"December",49556,1106
"3040","SC",2018,"February",49335,992
"3041","SC",2018,"January",49043,993
"3042","SC",2018,"July",49291,1057
"3043","SC",2018,"June",49275,1039
"3044","SC",2018,"March",49364,1023
"3045","SC",2018,"May",49396,1046
"3046","SC",2018,"November",49573,1064
"3047","SC",2018,"October",49433,1064
"3048","SC",2018,"September",49467,1048
"3049","SC",2019,"April",49087,1069
"3050","SC",2019,"August",49681,1083
"3051","SC",2019,"December",50008,1131
"3052","SC",2019,"February",48999,1118
"3053","SC",2019,"January",49049,1116
"3054","SC",2019,"July",49646,1057
"3055","SC",2019,"June",49604,1059
"3056","SC",2019,"March",49102,1104
"3057","SC",2019,"May",49333,1064
"3058","SC",2019,"November",49820,1133
"3059","SC",2019,"October",49864,1109
"3060","SC",2019,"September",49729,1107
"3061","SC",2020,"April",51458,1304
"3062","SC",2020,"August",55864,1586
"3063","SC",2020,"December",60285,1729
"3064","SC",2020,"February",50501,1176
"3065","SC",2020,"January",50258,1148
"3066","SC",2020,"July",54269,1535
"3067","SC",2020,"June",52455,1469
"3068","SC",2020,"March",50858,1244
"3069","SC",2020,"May",51881,1389
"3070","SC",2020,"November",58833,1694
"3071","SC",2020,"October",57871,1651
"3072","SC",2020,"September",56942,1626
"3073","SC",2021,"February",63756,1792
"3074","SC",2021,"January",62776,1774
"3075","SC",2021,"March",63902,1811
"3076","SD",2015,"April",7742,57
"3077","SD",2015,"August",7891,64
"3078","SD",2015,"December",7894,62
"3079","SD",2015,"February",7684,59
"3080","SD",2015,"January",7700,60
"3081","SD",2015,"July",7899,66
"3082","SD",2015,"June",7851,59
"3083","SD",2015,"March",7720,61
"3084","SD",2015,"May",7758,55
"3085","SD",2015,"November",7915,60
"3086","SD",2015,"October",7943,62
"3087","SD",2015,"September",7950,62
"3088","SD",2016,"April",7847,70
"3089","SD",2016,"August",7869,65
"3090","SD",2016,"December",7945,69
"3091","SD",2016,"February",7812,65
"3092","SD",2016,"January",7793,63
"3093","SD",2016,"July",7843,63
"3094","SD",2016,"June",7856,68
"3095","SD",2016,"March",7799,66
"3096","SD",2016,"May",7862,70
"3097","SD",2016,"November",7904,71
"3098","SD",2016,"October",7824,69
"3099","SD",2016,"September",7808,70
"3100","SD",2017,"April",8157,70
"3101","SD",2017,"August",8155,76
"3102","SD",2017,"December",8140,75
"3103","SD",2017,"February",8136,74
"3104","SD",2017,"January",8046,75
"3105","SD",2017,"July",8153,75
"3106","SD",2017,"June",8188,75
"3107","SD",2017,"March",8192,70
"3108","SD",2017,"May",8170,75
"3109","SD",2017,"November",8203,76
"3110","SD",2017,"October",8207,75
"3111","SD",2017,"September",8154,75
"3112","SD",2018,"April",8015,64
"3113","SD",2018,"August",8073,58
"3114","SD",2018,"December",8114,57
"3115","SD",2018,"February",8070,64
"3116","SD",2018,"January",8127,69
"3117","SD",2018,"July",8088,62
"3118","SD",2018,"June",8019,62
"3119","SD",2018,"March",8036,67
"3120","SD",2018,"May",8010,61
"3121","SD",2018,"November",8093,55
"3122","SD",2018,"October",8110,58
"3123","SD",2018,"September",8132,55
"3124","SD",2019,"April",8175,65
"3125","SD",2019,"August",8323,78
"3126","SD",2019,"December",8387,88
"3127","SD",2019,"February",8104,64
"3128","SD",2019,"January",8102,56
"3129","SD",2019,"July",8229,71
"3130","SD",2019,"June",8262,72
"3131","SD",2019,"March",8107,62
"3132","SD",2019,"May",8250,69
"3133","SD",2019,"November",8387,89
"3134","SD",2019,"October",8332,84
"3135","SD",2019,"September",8349,84
"3136","SD",2020,"April",8434,95
"3137","SD",2020,"August",8596,84
"3138","SD",2020,"December",10126,74
"3139","SD",2020,"February",8422,87
"3140","SD",2020,"January",8384,88
"3141","SD",2020,"July",8538,91
"3142","SD",2020,"June",8449,91
"3143","SD",2020,"March",8451,92
"3144","SD",2020,"May",8436,91
"3145","SD",2020,"November",9739,70
"3146","SD",2020,"October",9013,75
"3147","SD",2020,"September",8716,80
"3148","SD",2021,"February",10319,81
"3149","SD",2021,"January",10300,76
"3150","SD",2021,"March",10309,77
"3151","TN",2015,"April",69550,1302
"3152","TN",2015,"August",70246,1388
"3153","TN",2015,"December",70237,1455
"3154","TN",2015,"February",69161,1278
"3155","TN",2015,"January",68744,1296
"3156","TN",2015,"July",70091,1375
"3157","TN",2015,"June",69812,1349
"3158","TN",2015,"March",69559,1311
"3159","TN",2015,"May",69611,1331
"3160","TN",2015,"November",70639,1430
"3161","TN",2015,"October",70607,1440
"3162","TN",2015,"September",70350,1412
"3163","TN",2016,"April",70136,1510
"3164","TN",2016,"August",70716,1579
"3165","TN",2016,"December",71506,1643
"3166","TN",2016,"February",69746,1515
"3167","TN",2016,"January",69729,1488
"3168","TN",2016,"July",70501,1552
"3169","TN",2016,"June",70390,1515
"3170","TN",2016,"March",69856,1502
"3171","TN",2016,"May",70208,1525
"3172","TN",2016,"November",71016,1629
"3173","TN",2016,"October",70978,1589
"3174","TN",2016,"September",70720,1585
"3175","TN",2017,"April",72491,1724
"3176","TN",2017,"August",72760,1736
"3177","TN",2017,"December",73694,1783
"3178","TN",2017,"February",71921,1652
"3179","TN",2017,"January",71835,1643
"3180","TN",2017,"July",72803,1745
"3181","TN",2017,"June",72564,1758
"3182","TN",2017,"March",72285,1691
"3183","TN",2017,"May",72562,1737
"3184","TN",2017,"November",73388,1760
"3185","TN",2017,"October",73144,1768
"3186","TN",2017,"September",73109,1764
"3187","TN",2018,"April",74427,1787
"3188","TN",2018,"August",74955,1835
"3189","TN",2018,"December",74850,1837
"3190","TN",2018,"February",74816,1792
"3191","TN",2018,"January",74557,1765
"3192","TN",2018,"July",74772,1825
"3193","TN",2018,"June",74671,1810
"3194","TN",2018,"March",74487,1786
"3195","TN",2018,"May",74555,1802
"3196","TN",2018,"November",75024,1851
"3197","TN",2018,"October",74845,1837
"3198","TN",2018,"September",74841,1831
"3199","TN",2019,"April",74399,1903
"3200","TN",2019,"August",75052,1999
"3201","TN",2019,"December",75763,2138
"3202","TN",2019,"February",73792,1861
"3203","TN",2019,"January",73880,1881
"3204","TN",2019,"July",74935,1986
"3205","TN",2019,"June",75000,1965
"3206","TN",2019,"March",73984,1881
"3207","TN",2019,"May",74755,1920
"3208","TN",2019,"November",75491,2116
"3209","TN",2019,"October",75458,2081
"3210","TN",2019,"September",75219,2033
"3211","TN",2020,"April",76954,2354
"3212","TN",2020,"August",80448,2827
"3213","TN",2020,"December",88401,3090
"3214","TN",2020,"February",76422,2202
"3215","TN",2020,"January",76300,2161
"3216","TN",2020,"July",79090,2728
"3217","TN",2020,"June",77762,2634
"3218","TN",2020,"March",76867,2274
"3219","TN",2020,"May",77279,2520
"3220","TN",2020,"November",85358,3025
"3221","TN",2020,"October",83391,2975
"3222","TN",2020,"September",81751,2891
"3223","TN",2021,"February",92315,3314
"3224","TN",2021,"January",91357,3211
"3225","TN",2021,"March",92487,3400
"3226","TX",2015,"April",189620,2533
"3227","TX",2015,"August",192231,2590
"3228","TX",2015,"December",192423,2579
"3229","TX",2015,"February",188094,2520
"3230","TX",2015,"January",187532,2577
"3231","TX",2015,"July",191726,2564
"3232","TX",2015,"June",190805,2517
"3233","TX",2015,"March",188941,2544
"3234","TX",2015,"May",190366,2539
"3235","TX",2015,"November",192655,2591
"3236","TX",2015,"October",192890,2625
"3237","TX",2015,"September",192514,2615
"3238","TX",2016,"April",191242,2685
"3239","TX",2016,"August",192780,2741
"3240","TX",2016,"December",194843,2812
"3241","TX",2016,"February",191128,2645
"3242","TX",2016,"January",190544,2593
"3243","TX",2016,"July",192225,2731
"3244","TX",2016,"June",191872,2724
"3245","TX",2016,"March",190919,2645
"3246","TX",2016,"May",191348,2697
"3247","TX",2016,"November",194403,2773
"3248","TX",2016,"October",193951,2749
"3249","TX",2016,"September",193407,2762
"3250","TX",2017,"April",196770,2797
"3251","TX",2017,"August",197234,2855
"3252","TX",2017,"December",200830,2950
"3253","TX",2017,"February",195999,2813
"3254","TX",2017,"January",195740,2810
"3255","TX",2017,"July",197084,2878
"3256","TX",2017,"June",197112,2840
"3257","TX",2017,"March",196668,2814
"3258","TX",2017,"May",197098,2830
"3259","TX",2017,"November",199279,2928
"3260","TX",2017,"October",198519,2879
"3261","TX",2017,"September",197641,2868
"3262","TX",2018,"April",205197,2989
"3263","TX",2018,"August",206008,3027
"3264","TX",2018,"December",204992,2971
"3265","TX",2018,"February",205168,2987
"3266","TX",2018,"January",204494,2969
"3267","TX",2018,"July",205660,2975
"3268","TX",2018,"June",205395,2997
"3269","TX",2018,"March",204988,2977
"3270","TX",2018,"May",205146,2960
"3271","TX",2018,"November",205761,3011
"3272","TX",2018,"October",205555,3036
"3273","TX",2018,"September",205904,3035
"3274","TX",2019,"April",202301,2961
"3275","TX",2019,"August",203963,2978
"3276","TX",2019,"December",206453,3123
"3277","TX",2019,"February",201105,2912
"3278","TX",2019,"January",201855,2968
"3279","TX",2019,"July",203703,2957
"3280","TX",2019,"June",203135,2952
"3281","TX",2019,"March",201851,2954
"3282","TX",2019,"May",202668,2979
"3283","TX",2019,"November",205850,3050
"3284","TX",2019,"October",205159,3005
"3285","TX",2019,"September",204377,2956
"3286","TX",2020,"April",210014,3386
"3287","TX",2020,"August",231931,3888
"3288","TX",2020,"December",253702,4154
"3289","TX",2020,"February",207906,3258
"3290","TX",2020,"January",206819,3186
"3291","TX",2020,"July",224622,3744
"3292","TX",2020,"June",214823,3613
"3293","TX",2020,"March",208217,3291
"3294","TX",2020,"May",211960,3497
"3295","TX",2020,"November",245498,4065
"3296","TX",2020,"October",239702,4015
"3297","TX",2020,"September",235833,3985
"3298","TX",2021,"February",271747,4347
"3299","TX",2021,"January",265323,4251
"3300","TX",2021,"March",274219,4506
"3301","US",2015,"April",2691628,48748
"3302","US",2015,"August",2719206,50834
"3303","US",2015,"December",2718198,52623
"3304","US",2015,"February",2668442,47725
"3305","US",2015,"January",2653334,47523
"3306","US",2015,"July",2712688,50301
"3307","US",2015,"June",2704994,49691
"3308","US",2015,"March",2682744,48198
"3309","US",2015,"May",2698421,49293
"3310","US",2015,"November",2727809,52386
"3311","US",2015,"October",2729315,52114
"3312","US",2015,"September",2723893,51575
"3313","US",2016,"April",2705990,55763
"3314","US",2016,"August",2716965,59417
"3315","US",2016,"December",2749864,63938
"3316","US",2016,"February",2701647,53834
"3317","US",2016,"January",2698635,52902
"3318","US",2016,"July",2711484,58525
"3319","US",2016,"June",2708788,57428
"3320","US",2016,"March",2703203,54781
"3321","US",2016,"May",2706928,56465
"3322","US",2016,"November",2734397,62340
"3323","US",2016,"October",2726854,61062
"3324","US",2016,"September",2721441,60147
"3325","US",2017,"April",2782927,67493
"3326","US",2017,"August",2798375,69988
"3327","US",2017,"December",2820034,70699
"3328","US",2017,"February",2770741,66189
"3329","US",2017,"January",2766974,65571
"3330","US",2017,"July",2796333,69504
"3331","US",2017,"June",2794038,69153
"3332","US",2017,"March",2778264,66858
"3333","US",2017,"May",2788083,68370
"3334","US",2017,"November",2810357,70723
"3335","US",2017,"October",2806663,70690
"3336","US",2017,"September",2804356,70599
"3337","US",2018,"April",2845941,69042
"3338","US",2018,"August",2852088,68714
"3339","US",2018,"December",2846305,67850
"3340","US",2018,"February",2847393,69745
"3341","US",2018,"January",2844078,70122
"3342","US",2018,"July",2849655,68728
"3343","US",2018,"June",2846379,68714
"3344","US",2018,"March",2844546,69364
"3345","US",2018,"May",2845119,68789
"3346","US",2018,"November",2855774,68102
"3347","US",2018,"October",2853296,68404
"3348","US",2018,"September",2850540,68421
"3349","US",2019,"April",2820967,67736
"3350","US",2019,"August",2841510,68371
"3351","US",2019,"December",2861523,71130
"3352","US",2019,"February",2812844,67631
"3353","US",2019,"January",2817096,67697
"3354","US",2019,"July",2838555,68023
"3355","US",2019,"June",2834416,67787
"3356","US",2019,"March",2818861,67727
"3357","US",2019,"May",2829101,67795
"3358","US",2019,"November",2854845,70357
"3359","US",2019,"October",2849221,69371
"3360","US",2019,"September",2845515,68757
"3361","US",2020,"April",2980670,77017
"3362","US",2020,"August",3146900,87293
"3363","US",2020,"December",3390225,92476
"3364","US",2020,"February",2879611,73343
"3365","US",2020,"January",2867950,72124
"3366","US",2020,"July",3097425,85236
"3367","US",2020,"June",3048253,82916
"3368","US",2020,"March",2894019,74679
"3369","US",2020,"May",3023806,80577
"3370","US",2020,"November",3279628,91200
"3371","US",2020,"October",3216598,90093
"3372","US",2020,"September",3180842,88879
"3373","US",2021,"February",3535714,95423
"3374","US",2021,"January",3498613,94498
"3375","US",2021,"March",3536272,96779
"3376","UT",2015,"April",17578,614
"3377","UT",2015,"August",17861,607
"3378","UT",2015,"December",17845,649
"3379","UT",2015,"February",17431,606
"3380","UT",2015,"January",17303,619
"3381","UT",2015,"July",17792,596
"3382","UT",2015,"June",17739,603
"3383","UT",2015,"March",17543,606
"3384","UT",2015,"May",17660,599
"3385","UT",2015,"November",17881,657
"3386","UT",2015,"October",17898,655
"3387","UT",2015,"September",17834,622
"3388","UT",2016,"April",18171,707
"3389","UT",2016,"August",18480,717
"3390","UT",2016,"December",18498,650
"3391","UT",2016,"February",17940,689
"3392","UT",2016,"January",17813,672
"3393","UT",2016,"July",18426,715
"3394","UT",2016,"June",18315,714
"3395","UT",2016,"March",18065,710
"3396","UT",2016,"May",18259,716
"3397","UT",2016,"November",18389,667
"3398","UT",2016,"October",18457,682
"3399","UT",2016,"September",18531,694
"3400","UT",2017,"April",18455,619
"3401","UT",2017,"August",18360,615
"3402","UT",2017,"December",18676,645
"3403","UT",2017,"February",18505,643
"3404","UT",2017,"January",18572,641
"3405","UT",2017,"July",18333,620
"3406","UT",2017,"June",18401,614
"3407","UT",2017,"March",18482,621
"3408","UT",2017,"May",18409,612
"3409","UT",2017,"November",18748,626
"3410","UT",2017,"October",18618,612
"3411","UT",2017,"September",18490,617
"3412","UT",2018,"April",18848,651
"3413","UT",2018,"August",19043,671
"3414","UT",2018,"December",19019,630
"3415","UT",2018,"February",18806,638
"3416","UT",2018,"January",18750,637
"3417","UT",2018,"July",18996,668
"3418","UT",2018,"June",18911,664
"3419","UT",2018,"March",18783,643
"3420","UT",2018,"May",18890,664
"3421","UT",2018,"November",19011,645
"3422","UT",2018,"October",19006,656
"3423","UT",2018,"September",18955,669
"3424","UT",2019,"April",19113,602
"3425","UT",2019,"August",19211,544
"3426","UT",2019,"December",19428,575
"3427","UT",2019,"February",18999,624
"3428","UT",2019,"January",19036,634
"3429","UT",2019,"July",19217,563
"3430","UT",2019,"June",19224,570
"3431","UT",2019,"March",19135,616
"3432","UT",2019,"May",19226,577
"3433","UT",2019,"November",19300,572
"3434","UT",2019,"October",19238,560
"3435","UT",2019,"September",19253,547
"3436","UT",2020,"April",19707,562
"3437","UT",2020,"August",20579,622
"3438","UT",2020,"December",22212,622
"3439","UT",2020,"February",19545,560
"3440","UT",2020,"January",19422,567
"3441","UT",2020,"July",20248,600
"3442","UT",2020,"June",19908,573
"3443","UT",2020,"March",19612,550
"3444","UT",2020,"May",19732,571
"3445","UT",2020,"November",21622,615
"3446","UT",2020,"October",21122,621
"3447","UT",2020,"September",20796,618
"3448","UT",2021,"February",22733,640
"3449","UT",2021,"January",22642,634
"3450","UT",2021,"March",22679,651
"3451","VA",2015,"April",64331,966
"3452","VA",2015,"August",64848,994
"3453","VA",2015,"December",64760,1002
"3454","VA",2015,"February",63896,980
"3455","VA",2015,"January",63414,959
"3456","VA",2015,"July",64525,976
"3457","VA",2015,"June",64455,984
"3458","VA",2015,"March",64114,968
"3459","VA",2015,"May",64403,973
"3460","VA",2015,"November",65089,992
"3461","VA",2015,"October",65166,1016
"3462","VA",2015,"September",65030,1009
"3463","VA",2016,"April",64102,1131
"3464","VA",2016,"August",64813,1229
"3465","VA",2016,"December",65580,1356
"3466","VA",2016,"February",63994,1051
"3467","VA",2016,"January",64036,1006
"3468","VA",2016,"July",64782,1214
"3469","VA",2016,"June",64560,1186
"3470","VA",2016,"March",64135,1107
"3471","VA",2016,"May",64400,1160
"3472","VA",2016,"November",65204,1340
"3473","VA",2016,"October",64975,1287
"3474","VA",2016,"September",64726,1260
"3475","VA",2017,"April",66754,1407
"3476","VA",2017,"August",67019,1453
"3477","VA",2017,"December",67731,1455
"3478","VA",2017,"February",66107,1403
"3479","VA",2017,"January",65965,1392
"3480","VA",2017,"July",66944,1440
"3481","VA",2017,"June",66968,1428
"3482","VA",2017,"March",66446,1394
"3483","VA",2017,"May",66775,1415
"3484","VA",2017,"November",67392,1423
"3485","VA",2017,"October",67361,1422
"3486","VA",2017,"September",67367,1438
"3487","VA",2018,"April",68011,1410
"3488","VA",2018,"August",68071,1417
"3489","VA",2018,"December",68449,1434
"3490","VA",2018,"February",68294,1407
"3491","VA",2018,"January",68220,1436
"3492","VA",2018,"July",67951,1403
"3493","VA",2018,"June",67802,1404
"3494","VA",2018,"March",68035,1410
"3495","VA",2018,"May",67853,1416
"3496","VA",2018,"November",68516,1474
"3497","VA",2018,"October",68371,1484
"3498","VA",2018,"September",68073,1460
"3499","VA",2019,"April",68208,1490
"3500","VA",2019,"August",69395,1473
"3501","VA",2019,"December",69429,1538
"3502","VA",2019,"February",67816,1474
"3503","VA",2019,"January",67798,1464
"3504","VA",2019,"July",69202,1488
"3505","VA",2019,"June",69002,1499
"3506","VA",2019,"March",68068,1476
"3507","VA",2019,"May",68642,1497
"3508","VA",2019,"November",69378,1498
"3509","VA",2019,"October",69320,1474
"3510","VA",2019,"September",69498,1451
"3511","VA",2020,"April",71745,1659
"3512","VA",2020,"August",74673,1987
"3513","VA",2020,"December",79510,2185
"3514","VA",2020,"February",70242,1569
"3515","VA",2020,"January",69962,1564
"3516","VA",2020,"July",73807,1920
"3517","VA",2020,"June",73023,1818
"3518","VA",2020,"March",70553,1590
"3519","VA",2020,"May",72629,1759
"3520","VA",2020,"November",77532,2135
"3521","VA",2020,"October",76491,2090
"3522","VA",2020,"September",75602,2046
"3523","VA",2021,"February",83197,2262
"3524","VA",2021,"January",81973,2245
"3525","VA",2021,"March",83426,2210
"3526","VT",2015,"April",5776,85
"3527","VT",2015,"August",5793,100
"3528","VT",2015,"December",5770,99
"3529","VT",2015,"February",5639,77
"3530","VT",2015,"January",5573,76
"3531","VT",2015,"July",5816,95
"3532","VT",2015,"June",5819,94
"3533","VT",2015,"March",5683,82
"3534","VT",2015,"May",5799,91
"3535","VT",2015,"November",5737,99
"3536","VT",2015,"October",5711,96
"3537","VT",2015,"September",5748,100
"3538","VT",2016,"April",5666,107
"3539","VT",2016,"August",5728,115
"3540","VT",2016,"December",5787,136
"3541","VT",2016,"February",5710,105
"3542","VT",2016,"January",5734,100
"3543","VT",2016,"July",5715,110
"3544","VT",2016,"June",5670,107
"3545","VT",2016,"March",5729,104
"3546","VT",2016,"May",5671,104
"3547","VT",2016,"November",5749,128
"3548","VT",2016,"October",5775,129
"3549","VT",2016,"September",5754,118
"3550","VT",2017,"April",5838,143
"3551","VT",2017,"August",5780,132
"3552","VT",2017,"December",5775,128
"3553","VT",2017,"February",5799,139
"3554","VT",2017,"January",5821,137
"3555","VT",2017,"July",5781,141
"3556","VT",2017,"June",5811,138
"3557","VT",2017,"March",5792,143
"3558","VT",2017,"May",5815,141
"3559","VT",2017,"November",5779,135
"3560","VT",2017,"October",5763,126
"3561","VT",2017,"September",5774,130
"3562","VT",2018,"April",5790,123
"3563","VT",2018,"August",5783,136
"3564","VT",2018,"December",5782,144
"3565","VT",2018,"February",5844,127
"3566","VT",2018,"January",5815,129
"3567","VT",2018,"July",5780,137
"3568","VT",2018,"June",5785,134
"3569","VT",2018,"March",5813,126
"3570","VT",2018,"May",5766,134
"3571","VT",2018,"November",5853,136
"3572","VT",2018,"October",5863,146
"3573","VT",2018,"September",5813,142
"3574","VT",2019,"April",5726,147
"3575","VT",2019,"August",5695,138
"3576","VT",2019,"December",5656,118
"3577","VT",2019,"February",5678,150
"3578","VT",2019,"January",5709,147
"3579","VT",2019,"July",5717,128
"3580","VT",2019,"June",5731,132
"3581","VT",2019,"March",5683,144
"3582","VT",2019,"May",5729,135
"3583","VT",2019,"November",5645,123
"3584","VT",2019,"October",5624,123
"3585","VT",2019,"September",5661,130
"3586","VT",2020,"April",5767,123
"3587","VT",2020,"August",5927,148
"3588","VT",2020,"December",6177,186
"3589","VT",2020,"February",5695,110
"3590","VT",2020,"January",5653,116
"3591","VT",2020,"July",5873,146
"3592","VT",2020,"June",5844,141
"3593","VT",2020,"March",5754,114
"3594","VT",2020,"May",5828,136
"3595","VT",2020,"November",6067,177
"3596","VT",2020,"October",6037,166
"3597","VT",2020,"September",5994,154
"3598","VT",2021,"February",6312,194
"3599","VT",2021,"January",6238,191
"3600","VT",2021,"March",6234,211
"3601","WA",2015,"April",53014,1017
"3602","WA",2015,"August",54015,1066
"3603","WA",2015,"December",54629,1109
"3604","WA",2015,"February",52591,1000
"3605","WA",2015,"January",52487,996
"3606","WA",2015,"July",53954,1068
"3607","WA",2015,"June",53657,1050
"3608","WA",2015,"March",52850,1018
"3609","WA",2015,"May",53397,1020
"3610","WA",2015,"November",54460,1110
"3611","WA",2015,"October",54453,1099
"3612","WA",2015,"September",54328,1090
"3613","WA",2016,"April",54840,1165
"3614","WA",2016,"August",54630,1183
"3615","WA",2016,"December",54767,1117
"3616","WA",2016,"February",54675,1139
"3617","WA",2016,"January",54442,1134
"3618","WA",2016,"July",54657,1177
"3619","WA",2016,"June",54715,1162
"3620","WA",2016,"March",54741,1137
"3621","WA",2016,"May",54753,1163
"3622","WA",2016,"November",54609,1127
"3623","WA",2016,"October",54690,1155
"3624","WA",2016,"September",54583,1171
